"","BAM","PA_CF_1","PA_RH","PA_Temp","hour","h2o_rf","cvpreds","h2o_rf_m"
"718",18,14.12133334,63.82222222,78.93333333,"19",13.8162136805058,12.3747721159458,13.620853638649
"719",12.7,17.38211111,71.71111111,77,"20",14.1623362195492,14.6000150680542,14.2282422089577
"720",17.6,17.77011111,70.33333333,77.02222222,"21",15.39142537117,14.832131562233,15.2617021989822
"721",18.5,19.25822222,70.55555556,77,"22",14.9416045546532,13.5692917537689,15.4718191456795
"722",7.9,11.74655556,71.71111111,76.26666667,"23",7.72356465876102,8.94938195586204,8.43167518615723
"723",7.9,13.98488889,71.66666667,76,"0",9.15463812828064,10.0534616076946,9.61655699968338
"724",9,10.94577778,71.17777778,75.44444444,"1",8.67963763833046,9.16091630458832,9.06859350323677
"725",12,12.53744445,71.55555556,75,"2",8.68076452970505,9.19654468774796,10.1451745140553
"726",9.8,15.469,72,75,"3",12.4739677500725,12.7490569448471,12.3535007286072
"727",13,16.05111111,71.64444444,75,"4",12.3845158815384,12.9388661551476,12.7539651083946
"728",13,17.985,71.15555556,75,"5",12.4094235372543,13.1562899684906,12.9383936357498
"729",20.9,30.43144445,71,75,"6",21.2505209374428,20.7518913793564,20.8570762324333
"730",24.6,34.43333333,69.77777778,75.42222222,"7",20.9048856306076,20.2506258511543,20.8629379296303
"731",17.1,28.15825758,65.63636364,77.75,"8",14.2438823068142,13.6102223443985,13.5612718868256
"732",15.4,21.21122223,57.71111111,81.64444444,"9",15.4716001677513,15.2548879313469,15.3362240672112
"733",12.5,12.64633334,48.75555556,86.17777778,"10",11.9794561553001,11.6783320975304,12.0697606360912
"734",10.5,13.38377778,50.13333333,85.02222222,"11",12.4205563414097,12.6057568776608,12.3175542974472
"735",12.4,11.51388889,41.66666667,90.77777778,"12",12.3938424479961,13.8835676896572,13.5819726753235
"736",15.8,14.27355556,39.31111111,91.73333333,"13",14.1215825581551,14.826574883461,14.8338609862328
"737",9.4,8.903,40.02222222,90.97777778,"14",10.4572954678535,10.6497506248951,10.8277527272701
"738",19.1,9.702,38.4,92.71111111,"15",12.8138503336906,10.9190436279774,12.6761286854744
"739",23,17.3070404,40.33333333,91.08888889,"16",18.1325771617889,18.0060604786873,18.6028399682045
"740",23,15.67911111,44.33333333,87.73333333,"17",18.6229225564003,17.4808418488503,18.3731863737106
"741",27.4,21.62644445,54.17777778,83.93333333,"18",22.883490447998,20.8529638504982,21.3530563807488
"742",25.6,23.50622223,61.31111111,80.17777778,"19",19.8045939660072,18.9443150830269,19.9900324964523
"743",29.5,27.57811111,62.77777778,79.95555556,"20",23.0689365148544,21.5780347251892,22.8749751424789
"744",28.9,26.27533333,62.02222222,80,"21",18.1300215053558,18.5313322210312,20.9194340825081
"745",24.1,21.941,65.51111111,79.04444444,"22",19.3216940689087,18.2386535191536,19.2115685367584
"746",11.8,14.11677778,67.86666667,78,"23",10.5083002257347,9.14409405946732,9.63073879957199
"747",13.6,12.63177778,67.42222222,77.93333333,"0",10.015842063427,9.25825242638588,10.1161727201939
"748",15.4,13.11877778,68.2,77.11111111,"1",11.8549164366722,11.3187001156807,11.7299620306492
"749",18.4,17.91377778,69.33333333,76.33333333,"2",14.7776827478409,13.3970785713196,14.2697214341164
"750",19.2,27.91955556,69.88888889,76,"3",16.5111244344711,17.0432607722282,17.5685031795502
"751",16.1,18.207,70.13333333,75.6,"4",13.1752715492249,14.1268046283722,14.2110396313667
"752",14.1,16.597,70.51111111,75.08888889,"5",11.0470901918411,11.8578309905529,12.2359970533848
"753",17.8,23.71144445,69.82222222,75.24444444,"6",15.6113146781921,16.0242764616013,16.1339522647858
"754",24.5,33.05477778,66.84444444,76.8,"7",20.9526864957809,20.5786108207703,20.6866091442108
"755",18.4,23.47377778,61.8,79.31111111,"8",15.1025571489334,14.1836626780033,14.8619881296158
"756",9.4,15.12818605,43.6744186,89.39534884,"15",14.8716462230682,16.0880256772041,14.8825927305222
"757",18.5,12.93302326,61.13953488,80.34883721,"16",11.7802816832066,10.430524545908,12.5181135380268
"758",19.2,22.03398948,68.76744186,79.25581395,"17",18.268548643589,16.8069760298729,18.3543729782104
"759",10,15.39711364,71.15,77.675,"18",10.7529882311821,11.4667838609219,10.7731610107422
"760",14.9,19.25486305,74.3255814,77,"19",14.4127064108849,12.9002207040787,14.1103361392021
"761",18.2,21.97910859,70.84090909,76.59090909,"20",18.1295110559463,17.5391744399071,18.1949303412437
"762",19.2,18.44112627,69.27272727,76,"21",15.8511091399193,15.5017103540897,15.947801990509
"763",14.9,16.40011111,69.33333333,76,"22",14.0529231381416,13.6272005867958,14.0978522491455
"764",12.4,15.01059197,71.51162791,75.04651163,"23",11.4987575697899,10.2419886744022,10.8579199421406
"765",12.5,12.39188889,71.82222222,75,"0",10.206888320446,10.2180771875381,10.5660534799099
"766",6.1,7.735421717,71.27272727,74.54545455,"1",5.66821781381965,6.25080580675974,5.70082586303353
"767",7.6,8.709082168,71.25641026,74,"2",8.30273038506508,7.71905415862799,8.05843169093132
"768",10.5,10.43647009,71.61538462,74,"3",9.18606528103352,8.3149413561821,8.89617707490921
"769",14.4,13.15388889,71.58333333,74,"4",11.1833600771427,10.8798822021484,11.5124822831154
"770",10,12.24309524,70.80952381,74.04761905,"5",10.9799863314629,10.9336097800732,10.7257107949257
"771",12.9,20.1873539,70.42857143,74.42857143,"6",13.103639729023,12.7397889304161,12.7119289708138
"772",18.6,24.87955556,67.22222222,76.17777778,"7",15.2075605726242,13.9784489095211,14.7806021904945
"773",12.6,15.41288889,62,78.37777778,"8",9.74749795556068,8.82480864524841,10.0325869381428
"774",10.9,11.89055556,53.26666667,82.06666667,"9",9.68530985236168,10.0336810517311,10.0778137135506
"775",18,11.48511112,42.64444444,88.71111111,"10",11.6935090434551,11.8812558996677,13.6630980193615
"776",15.1,11.88791268,40.5,89.86842105,"11",12.9491991519928,13.1310956537724,13.4254407548904
"777",15.7,13.65822222,38.82222222,91.22222222,"12",12.6231483912468,13.457537112236,13.4446093821526
"778",15,11.983,39.68888889,90.28888889,"13",12.7837174534798,13.2582747864723,13.3598663020134
"779",10.7,11.13622222,41.73333333,90.51111111,"14",12.1953968524933,13.1326441705227,12.5772146856785
"780",18.7,12.82811111,36.31111111,94.77777778,"15",15.6330251383781,15.1983814263344,15.6054384613037
"781",8.8,13.54044445,60.33333333,82.24444444,"16",11.7490763187408,13.5276667904854,12.1289234638214
"782",12.2,13.11566667,61.55555556,80,"17",11.8684758937359,12.2420478403568,12.2347728979588
"783",13.2,13.98314394,63.56410256,79.84615385,"18",13.0282217645645,13.0709862911701,13.0200418043137
"784",18.2,25.14477326,63.95,79.7,"19",19.7698285198212,20.121660990715,19.7934727406502
"785",24,32.02502888,66.76315789,79,"20",24.0810035538673,20.6767208266258,21.4659076881409
"786",26.4,33.14187932,69.08108108,78.43243243,"21",22.0028208208084,20.1151119732857,21.7765933918953
"787",14.2,17.89266667,68.93333333,78,"22",14.4193502306938,12.9485445618629,13.5136946845055
"788",18.3,19.05211112,68.04444444,77.88888889,"23",15.0630735635757,13.6144373893738,14.2047535681725
"789",15.4,14.04777778,67.44444444,77,"0",9.78391594052315,9.73922577500343,10.5527805125713
"790",14.3,13.7767759,67.22727273,76.5,"1",11.7251346743107,10.6407429480553,11.4470474028587
"791",12.3,12.37071429,66.78571429,76.0952381,"2",8.71695582747459,9.53720220565796,10.1318133950233
"792",16.7,14.61714647,68.81818182,75.11363636,"3",12.9186168217659,11.9682116889954,12.7652313733101
"793",11.5,13.87922118,69.97560976,75,"4",11.4295520925522,11.2571514368057,11.478766669035
"794",19.2,21.27576923,69.97435897,75,"5",16.1764251279831,15.5839763212204,16.1885129284859
"795",28.3,30.11516746,69.81578947,75.18421053,"6",21.6443759226799,19.9551658058167,21.3563068532944
"796",20.5,36.86411111,66.46666667,77.28888889,"7",21.3078490447998,22.0569430160522,21.6996016693115
"797",18.5,24.14673485,60.11111111,80.44444444,"8",15.079703553915,14.5696898257732,15.1199024450779
"798",16.9,17.65284091,54.86363636,83.56818182,"9",12.7106302189827,13.4916525101662,13.6562478017807
"799",13.8,12.49315539,50.76744186,85.58139535,"10",11.471596981287,11.3518068599701,11.9506586098671
"800",8.4,10.20773485,44.31818182,89.88636364,"11",6.72788261115551,6.73559042215347,7.1800033134222
"801",9,8.076105876,40.02439024,92.17073171,"12",7.12648238837719,6.60102067649364,7.08340767145157
"802",4.7,10.54457792,42.52380952,90.19047619,"13",10.0237301516533,11.9453003549576,10.7007736027241
"803",14.9,10.49383721,36,94.93023256,"14",11.7147388601303,11.48033015728,12.3600686717033
"804",16.4,10.90744445,34.17777778,96.35555556,"15",13.6045026350021,12.3828298842907,13.2924250793457
"805",16.5,17.74622475,43.13636364,90.27272727,"16",17.9908670663834,18.451859395504,18.4779572629929
"806",11.1,14.83875,56.81818182,83.40909091,"17",12.4644974601269,13.6670686602592,13.1362288630009
"807",22.4,25.914125,60.025,81.05,"18",21.1021067810059,20.001575191021,21.1049241828918
"808",23.4,25.84975952,64.37209302,79.02325581,"19",20.8555805492401,19.3703528094292,20.7282309341431
"809",6.1,14.28285412,71.48837209,75.60465116,"20",8.58769197940826,10.3364886677265,9.02253812909126
"810",11.7,17.97987805,73,74.95121951,"21",14.7852220511436,15.0185680341721,15.0465745520592
"811",17.9,18.11743633,73.48837209,75,"22",14.8015693640709,13.7731839609146,15.2528289961815
"812",9,9.463906927,72.83333333,75,"23",7.98938622415066,8.25925294041634,8.57725504398346
"813",15.9,12.06816387,71.97142857,74.97142857,"0",10.306691236496,9.49212999105453,10.5740396785736
"814",10,10.49071096,72,75,"1",8.85463894605637,8.60694947719574,9.30004500865936
"815",10.1,8.544933555,71.64285714,74.97619048,"2",8.37450923025608,7.47781910002232,8.03993023276329
"816",10.1,9.152608586,70.51111111,74.4,"3",8.2416478741169,7.55755393028259,8.01165028095245
"817",11.2,11.26340657,70.48888889,74,"4",9.36882148265839,9.75291173160076,9.90051889657974
"818",14.2,17.82363637,70,74,"5",12.9695641708374,12.9219386196136,13.1093412137032
"819",18.4,28.73888214,70.86363636,73.5,"6",18.2809774756432,18.7293535900116,18.5005698657036
"820",31.1,46.19083553,71.71052632,73.55263158,"7",26.3030683803558,22.4797112631798,25.2990995693207
"821",28,64.67262031,72.45945946,74.05405405,"8",30.9336359405518,32.252624540329,30.6839029741287
"822",28.3,62.12282071,68.68181818,76.11363636,"9",30.3379387807846,32.6206361484528,30.7730381584167
"823",29.8,43.80430303,64.25,77.84090909,"10",24.6138928174973,25.3523011255264,26.7875914335251
"824",23.1,31.9055814,60.51162791,79.79069767,"11",21.1360435581207,18.6335114884377,20.2360121655464
"825",15.9,23.11188889,55.4,82.26666667,"12",18.291913330555,18.2425468015671,17.6315124058723
"826",18,21.77739131,53.43478261,83.2826087,"13",17.1313167834282,17.5713487172127,16.8885089564323
"827",17.5,20.42833334,47.88888889,87.13333333,"14",17.556893556118,16.7727589011192,16.9069496273994
"828",20.1,16.98055556,44.08888889,89.11111111,"15",17.8204965424538,17.6661728286743,17.8568040585518
"829",21,22.61077778,49.64444444,85.6,"16",18.8028636598587,17.4390238952637,18.277697095871
"830",16.9,20.72732143,53.44444444,83.80555556,"17",20.6445478987694,20.3164645695686,19.7527236747742
"831",24.2,26.79996477,58.48780488,81.2195122,"18",23.772577021122,22.5708525419235,22.9726391649246
"832",27.6,35.05444445,61.35555556,80.13333333,"19",28.2579440069199,26.6539376163483,27.3744045972824
"833",33.3,39.49311047,62.31818182,80,"20",26.212112569809,26.0125793170929,27.4586235952377
"834",28.1,34.49688889,64.06666667,79.17777778,"21",24.344300866127,21.6956772232056,23.6558372569084
"835",35.4,55.31828261,66.88888889,79.02222222,"22",30.5830113220215,29.6461201477051,32.2026723623276
"836",32.6,57.80699748,71.66666667,78.11111111,"23",31.0934077835083,30.6608448171616,31.3550612640381
"837",31,45.52328986,72.91111111,77,"0",27.9376485967636,25.457162976265,26.8490772438049
"838",16.5,21.66933334,73.44444444,76.97777778,"1",14.4336231374741,14.4157858109474,14.9675373792648
"839",11.7,17.56533334,73.57777778,76.02222222,"2",12.8431546878815,12.5569762396812,12.5011157178879
"840",11.8,16.01566667,74.46666667,75.02222222,"3",12.4831025075912,12.3259128689766,12.5365830898285
"841",14.7,18.68677778,74.77777778,75,"4",13.1693749952316,14.1602438235283,14.0810275959969
"842",16,22.75933334,73.71111111,74.88888889,"5",16.4445897364616,15.7294892549515,15.9131939291954
"843",22.5,29.61922223,73.02222222,75,"6",20.7338629508018,19.9247608351707,20.3229947566986
"844",23.8,34.68688889,72.08888889,75.75555556,"7",21.0604123830795,20.4308308529854,20.9324911403656
"845",24.8,42.942,70.35555556,76.31111111,"8",23.4144869208336,23.1678498721123,23.8631662249565
"846",28.4,47.20044445,67.08888889,77.57777778,"9",27.0966621732712,25.7178305435181,26.7944622898102
"847",27.9,43.376,63.73333333,79.11111111,"10",24.9255635786057,24.8180750179291,26.8013615560532
"848",16.5,13.44111111,51.62222222,84.86666667,"10",12.8329636955261,10.9708080750704,12.5585846626759
"849",12.2,14.29626516,46.82222222,87.95555556,"11",13.3256284439564,13.9860575342178,13.6815364909172
"850",14.8,14.30472944,44.45454545,88.72727273,"12",12.9953115153313,12.619131051302,13.0340641260147
"851",15.4,11.89068182,42,90.75,"13",12.7574868369102,12.9757902908325,13.3818137931824
"852",13.8,12.39388889,37.24444444,94.11111111,"14",12.8471324753761,13.6130928015709,13.3796199917793
"853",16.5,11.41333333,37.91111111,93.15555556,"15",14.8902159619331,15.3516895008087,15.1618850040436
"854",16.3,11.77333333,38.06666667,93.24444444,"16",15.0982403850555,15.3915629792213,15.6444981575012
"855",19,15.63333334,41.31111111,90.55555556,"17",18.5181171703339,18.4251595115662,18.3784184122086
"856",26.2,26.00611111,54.37777778,83.64444444,"18",23.1496020698547,22.2148468947411,22.8894828605652
"857",21.6,21.4825,61.65217391,79.41304348,"19",19.8251066327095,18.9155507063866,19.7816553854942
"858",15.4,18.498,63.37777778,78.42222222,"20",16.0896477913857,15.717160422802,15.4255720448494
"859",22.6,20.73165909,65.11111111,77.44444444,"21",18.0190271663666,15.6806310200691,17.8587004137039
"860",25.4,21.97911111,67.8,76.95555556,"22",19.0732356786728,17.5203627228737,18.9124911928177
"861",18.5,23.53644445,68.77777778,76.55555556,"23",16.0648466801643,16.2104694509506,16.8103560590744
"862",18,20.14644445,68.42222222,76.31111111,"0",15.6227358078957,15.0883804893494,15.2522891378403
"863",16.1,20.59355556,69.02222222,76,"1",13.5622071647644,14.0992023515701,14.4231918048859
"864",17,20.94409091,69.59090909,75.45454545,"2",16.1506325697899,15.191387758255,15.2841547584534
"865",13.5,15.16563889,69.11363636,75.27272727,"3",12.7873885750771,12.9068065810204,12.8396475434303
"866",15.8,15.71466667,68.84444444,75.57777778,"4",12.4492121708393,12.8073604738712,13.2495153653622
"867",16.1,17.77755556,68.33333333,75.97777778,"5",13.2870505833626,12.9524138128757,13.4368018579483
"868",18.8,26.35488889,68.95555556,75.37777778,"6",16.4148168325424,17.3177458953857,17.3645162653923
"869",21.8,35.57933333,67.33333333,76.4,"7",21.2392120409012,21.2226617836952,21.4631651091576
"870",20,33.39522222,63.82222222,78.31111111,"8",19.1395954990387,18.3581066060066,18.9491698217392
"871",11.7,16.103,56.57777778,82.06666667,"9",11.0634073388577,12.2753049182892,11.8882527148724
"872",12.1,13.62977778,46.73333333,87.33333333,"10",13.0268319749832,12.7956520843506,12.9215932369232
"873",14.7,13.24377778,43.13333333,89.62222222,"11",13.1221752238274,13.1207884776592,13.3374529314041
"874",12.1,12.2827702,41,91.34090909,"12",12.5525518226624,13.398517343998,13.4134833073616
"875",15.1,13.33233333,37.46666667,93.42222222,"13",12.7415275073051,13.3275248980522,13.3994605469704
"876",11.6,9.603888889,38.31111111,92.2,"14",11.5220841038227,12.1272904479504,11.901055804491
"877",28.1,12.13733334,43.84444444,89.6,"15",15.4275048398972,14.2731281971931,15.7159948754311
"878",13.9,22.97314899,61.84444444,81.6,"16",17.0284586930275,18.0887107014656,17.1730908966064
"879",30.8,24.65716919,58.02272727,83.09090909,"17",22.0374146461487,20.0816238117218,21.4513824939728
"880",27.4,27.40766667,60.48888889,79.31111111,"18",24.314741256237,21.9891223669052,22.8142872452736
"881",25.6,27.36277778,65.46666667,77.97777778,"19",22.6909153437614,19.584171807766,22.5995725870132
"882",17.3,25.6935,69.6,76.93333333,"20",17.6518882584572,17.8035422539711,17.6157803201675
"883",25.8,30.701,70.43333333,76.36666667,"21",21.544969496727,19.2718484115601,21.1939156746864
"884",20.1,23.39,70.43333333,76,"22",18.2564412355423,17.4605988788605,18.1324263811111
"885",17.1,19.767,69.5,75.63333333,"23",15.274965775013,14.3010890483856,14.8136772871017
"886",16.1,20.85766667,69,74.8,"0",15.8605385541916,15.1860478544235,15.4403938269615
"887",16.4,23.75483334,69.93333333,74.06666667,"1",14.522158396244,14.6297477126122,15.0342751693726
"888",10.9,16.56916667,69.86666667,74.4,"2",12.6396571743488,12.7425660347939,12.3106800341606
"889",13.6,17.83433333,70,74.63333333,"3",13.5596009206772,13.7558735632896,13.637101252079
"890",18.2,21.276,69.8,74.16666667,"4",16.5692621898651,15.8589604043961,16.1043063592911
"891",25.2,29.81333333,70.26666667,74,"5",20.0932037854195,18.5587498879433,20.1393047571182
"892",24.3,39.4585,70.83333333,73.96666667,"6",20.9487915420532,21.6045945596695,21.9138754653931
"893",27.7,57.4565,68.4,75.16666667,"7",27.9447436618805,28.148662276268,27.3695961618423
"894",20.8,33.285,63,77.83333333,"8",19.0468759655952,18.3349439477921,18.9335097384453
"895",13.4,20.59166667,57.33333333,80.8,"9",14.2195108175278,15.2701107788086,14.4543214702606
"896",16,20.42516667,47.03333333,86.46666667,"10",14.9268401956558,14.2756150770187,14.4968904662132
"897",14.6,15.33533334,43.56666667,88.7,"11",13.4290077018738,13.8212647771835,14.0243265485764
"898",14.7,13.32533334,39.3,91.9,"12",12.5859572887421,13.4888203954697,13.4157943320274
"899",18.4,14.3515,40.56666667,91,"13",14.3347826886177,14.456526863575,14.9709608578682
"900",11.6,11.8445,45.86666667,87.53333333,"14",12.7963542485237,12.9014782142639,12.8556162238121
"901",15.3,14.28033334,46.7,87.3,"15",14.8382843136787,14.6084682011604,14.8894800710678
"902",5.6,5.885666667,48.56666667,85.9,"16",6.5651253297925,7.75100302532315,6.86122811876237
"903",17.3,16.411,50.73333333,84.4,"17",18.8375806260109,18.4976878023148,18.2255893015862
"904",27.1,22.35533334,52.1,82.66666667,"18",22.9655346107483,20.7998048877716,21.4936883735657
"905",22.5,20.66172414,56.75862069,79.68965517,"19",18.0468011307716,17.7254369258881,18.5004573988914
"906",14.9,16.2315,62.76666667,77.26666667,"20",14.614462698698,13.965051074028,14.3562576198578
"907",15.7,17.167,64.03333333,76.53333333,"21",15.185671608448,15.0530204916,14.3565753030777
"908",19.2,20.105,63.96666667,76,"22",14.9772816932201,15.1541751849651,16.0922031855583
"909",20.1,22.10033333,64,75.2,"23",16.2430498528481,15.8642583179474,16.5511060857773
"910",17.9,20.466,64.2,75.06666667,"0",15.2266047859192,14.7436723697186,14.7485814547539
"911",21.5,30.687,65.66666667,74.96666667,"1",17.9654746580124,18.0552674818039,18.3730634474754
"912",20.5,25.4735,67.36666667,74.5,"2",16.5713476467133,15.1279940605164,16.2691115736961
"913",13.7,15.32433334,68.96666667,74,"3",12.2835146212578,11.7917299330235,12.1963858890533
"914",15.7,20.1285,68.76666667,74,"4",15.5114556670189,14.2878507590294,14.8294940924644
"915",14.6,26.8145,69.66666667,73.96666667,"5",17.5749989032745,18.8178112435341,17.749019613266
"916",21.2,33.835,70.3,74.13333333,"6",20.3425528240204,20.5539316654205,20.4337625217438
"917",26.5,38.53733334,66.63333333,76.23333333,"7",21.2914773654938,21.3965231847763,22.0799031972885
"918",12.1,20.84866667,59.03333333,79.4,"8",14.1968339908123,13.9644616138935,13.8125765609741
"919",13.4,15.41733334,50.73333333,83.23333333,"9",10.5409071314335,11.7417973160744,11.6862542569637
"920",13.1,15.2635,45.03333333,86.36666667,"10",13.2268115782738,14.7207769656181,13.7603506755829
"921",13,13.24366667,39.06666667,90.13333333,"11",12.8998939728737,13.1846732521057,13.5022137856483
"922",13.7,10.85083333,36.23333333,91.93333333,"12",10.8336736404896,10.9751453280449,11.6927509403229
"923",15,10.613,31.46666667,95.16666667,"13",10.0459525513649,9.2889009821415,10.7082880878448
"924",14.3,12.6895,31.23333333,94.36666667,"14",12.7298489356041,13.4782369208336,13.412965528965
"925",20.6,11.02983334,27.63333333,94.73333333,"16",14.3475232934952,12.3359980380535,14.2732555890083
"926",18.9,13.3175,38.23333333,86.9,"17",14.7717412567139,14.3443820047379,15.5017847919464
"927",17.3,14.37033333,45,83.83333333,"18",14.9500621986389,14.6886957478523,15.2971799278259
"928",14.9,15.22066667,50.96666667,81.76666667,"19",14.1568605113029,14.3625397825241,14.6551605701447
"929",15.2,17.61766667,56.16666667,80.66666667,"20",15.8612406659126,15.9863907241821,16.034636964798
"930",13.5,21.5339138,62.86666667,79.1,"21",17.494532096386,18.8270003509521,17.9825010251999
"931",15.5,20.20004598,64,77.96551724,"22",15.602124505043,16.4391805124283,16.2953394651413
"932",11.5,19.27083334,65.03333333,77.4,"23",13.8206855463982,14.0685724973679,13.9671011161804
"933",12.9,17.094,65.9,76.43333333,"0",13.056947517395,13.1917362511158,13.219181804657
"934",11,17.23,67.03333333,75.53333333,"1",12.289986512661,12.8981592464447,12.6223711836338
"935",11,17.63166667,67.46666667,75,"2",12.6955585718155,12.7883819890022,12.4895181393623
"936",15.5,19.0175,67.9,75,"3",14.0851325201988,14.2891181492805,14.2249249839783
"937",12.9,18.03816667,68,75,"4",13.2063300871849,13.7211024332047,13.6174316501617
"938",12.6,24.7175,67.9,74.96666667,"5",15.9900494289398,17.3246689796448,16.4185334825516
"939",21,32.53566667,67.56666667,74.93333333,"6",20.6067374897003,19.9955883026123,20.1680519247055
"940",30.1,45.33833334,64.36666667,76,"7",24.4568435525894,23.1163731765747,24.2161639070511
"941",17.9,27.665,58.23333333,79,"8",14.7329358541965,14.6085971415043,15.4065526354313
"942",21.3,21.04066667,51.53333333,82.13333333,"9",15.9346746659279,15.6333376502991,15.901038582325
"943",13.2,17.565,48.03333333,84.2,"10",13.6519479846954,14.4993173384666,14.2776180005074
"944",22.8,17.44383333,43.23333333,87.2,"11",15.7819969654083,15.4906461930275,16.4457413053513
"945",20.3,18.595,42.3,88.56666667,"12",15.5392184138298,14.6529400467873,15.2874776649475
"946",23.4,16.78833334,37.86666667,90.63333333,"13",15.8218581795692,16.0634825897217,16.6901484107971
"947",19,17.39216667,37.66666667,91.16666667,"14",15.0209021496773,15.4635826516151,15.9216741895676
"948",20.5,17.66733334,35.13333333,92.96666667,"15",16.6244009804726,18.2522402358055,18.3613416194916
"949",19.3,17.65083333,37.53333333,91.6,"16",18.2480353331566,18.4310523796082,18.6936154174805
"950",24.5,18.7275,40.8,88.53333333,"17",18.5014314079285,18.8695722103119,18.7872634029388
"951",18.5,22.9085,59.4,80.83333333,"18",19.7405452728271,20.0391463398933,19.5680801320076
"952",29.9,29.69366667,58.43333333,80.23333333,"19",25.5900794935226,23.003667371273,24.1136903786659
"953",21.5,25.89933334,58.8,79.96666667,"20",20.3721361875534,20.5716963100433,20.7737803006172
"954",16.3,16.46033334,61.3,79.1,"21",14.9637967157364,13.5793144118786,14.3580439257622
"955",26.5,28.48183334,65.26666667,78,"22",21.9171950912476,20.2253192615509,21.2889768409729
"956",23,32.92349425,66.5,78,"23",18.8688583254814,19.2920885372162,20.0503728580475
"957",13.1,21.06089081,65.34482759,77.03448276,"0",15.6263637018204,15.885596511364,15.6756059360504
"958",12.9,16.36166667,66.1,76.03333333,"1",11.8696852529049,12.4043905162811,12.6458156108856
"959",12.5,14.421,67.8,75.7,"2",12.4490832722187,11.3700213336945,11.8853189694881
"960",12,12.91383334,67.73333333,75.03333333,"3",11.0696479201317,10.66629565835,11.1544877076149
"961",7.8,13.71933334,67.93333333,75.13333333,"4",11.1350522911549,11.8249145007133,11.1324803042412
"962",12.6,10.3645,68.03333333,75.2,"5",10.9079900789261,9.31251463890076,10.6621469461918
"963",11.1,17.887,68.86666667,75.13333333,"6",11.845096282959,10.6330772352219,11.0041073870659
"964",16.2,25.878,66.2,76.43333333,"7",15.2291180467606,14.7939563643932,14.9601677966118
"965",15,22.412,62.23333333,78.23333333,"8",14.956800096035,14.8893580412865,14.6653036642075
"966",18.4,20.78083334,56.66666667,81,"9",14.9731900191307,14.9133638477325,15.2084554696083
"967",12.7,16.49583334,52.3,83.33333333,"10",14.1136834836006,14.3357122409344,14.1769282793999
"968",11.2,12.57916667,43.96666667,88.46666667,"11",13.1352154994011,13.881245059967,13.2251026177406
"969",14.3,10.423,40.43333333,90.8,"12",10.0685955661535,9.80555093586445,11.2912363433838
"970",8.5,7.470666667,36.7,92.96666667,"13",7.92092748552561,7.74114514678717,7.94256268441677
"971",10.7,10.25416667,33.13333333,96.03333333,"14",10.521064760685,11.1761787986755,11.0564695131779
"972",8.9,10.48683333,32.66666667,95,"15",12.0606419992447,13.3206773734093,12.194184281826
"973",18.5,11.8195,34.03333333,92.8,"16",14.7959571766853,14.8803321480751,15.4291645956039
"974",18,15.8795,37.23333333,89.8,"17",18.6502424812317,17.6975550889969,18.4200955033302
"975",20.2,18.57816667,41.2,86.86666667,"18",16.8428455257416,18.1666717123985,18.6125089883804
"976",25.6,24.49966667,45.63333333,84.13333333,"19",22.3217449426651,21.0341982746124,21.7405837106705
"977",24.8,35.539,48.76666667,82.1,"20",26.4131187963486,27.245519566536,26.8033466243744
"978",61.3,112.8,51.03333333,80.96666667,"21",64.2360462665558,67.4184523868561,66.4075644683838
"979",27.3,29.96933334,52.63333333,80.1,"22",22.5379586458206,22.5492361044884,23.5457476806641
"980",24.4,28.15897701,57.86666667,78.8,"23",20.3560477042198,20.9486220383644,21.5737319135666
"981",21.5,30.88343679,62.4137931,77.72413793,"0",18.6911830067635,18.2555802035332,18.7603861951828
"982",22.3,31.91133334,65.1,76.7,"1",18.6714252781868,18.2260896730423,18.7718093013763
"983",17.5,26.13416667,65.96666667,76,"2",16.0502694249153,16.1464961743355,15.8634350371361
"984",15.5,21.00666667,66.73333333,75.1,"3",14.5816742372513,14.4648725438118,14.645011446476
"985",17.4,22.6835,67.26666667,74.96666667,"4",15.8102981114388,14.9555787110329,15.4035455322266
"986",21.6,27.0695,67,75,"5",15.977921295166,16.1988175821304,17.178606979847
"987",19.6,33.29083333,66.83333333,75.1,"6",20.4166357469559,19.8896667718887,19.8440528154373
"988",25.7,37.69283334,63.56666667,77.03333333,"7",19.9411790084839,18.9100537014008,19.9349847221375
"989",25.9,33.56516667,58.33333333,80.16666667,"8",21.1520662379265,19.6552214431763,19.9067718410492
"990",20.9,25.0415,52.56666667,83.43333333,"9",16.6299016737938,15.9528946757317,16.274172911644
"991",19.2,19.36066667,46.2,86.83333333,"10",14.6065118265152,13.9619477915764,14.4129219055176
"992",15.2,16.864,42.56666667,88.96666667,"11",15.7626212835312,16.2651986670494,16.1581436395645
"993",19,16.66016667,38.13333333,91.96666667,"12",15.4486351585388,14.5395400261879,15.3058890295029
"994",16.8,17.85533334,32.56666667,95.83333333,"13",14.5396006417274,15.0433005738258,15.2015404605865
"995",17.2,13.3125,29.23333333,98.2,"14",13.4835472297668,13.3540833830833,13.3405455112457
"996",16.5,16.53919541,34.20689655,93.31034483,"15",16.473177652359,17.5119298791885,17.1730359888077
"997",24.2,19.76719541,39.75862069,89.65517241,"16",20.2329131197929,18.6894983816147,19.443924844265
"998",16.4,18.41466667,50.56666667,85.9,"17",18.5925501585007,18.9704207444191,18.5379421806335
