"","BAM","PA_CF_ATM","PA_RH","PA_Temp","hour","h2o_rf","cvpreds","h2o_rf_m"
"1710",42.1,49.66,49.93333333,85.4,"9",37.3598398113251,37.9375841331482,38.9414218997955
"1711",27.2,37.02083334,41.46666667,90.36666667,"10",23.3235423612595,22.6243605875969,24.1435966157913
"1712",22.8,32.73033333,35.7,94.2,"11",22.0511106657982,21.6359388613701,21.1987587785721
"1713",35.8,37.94666667,34.7,95.1,"12",28.8030236053467,25.8578294181824,28.6127678394318
"1714",22.5,35.7775,37.2,92.66666667,"13",22.4630117940903,22.8480539894104,22.0814285945892
"1715",20.2,30.90133334,29.96666667,99.9,"14",20.6649208068848,21.3657592654228,20.9889675164223
"1716",22.3,25.80366667,26.56666667,103.4333333,"15",20.2371753191948,19.8185149288177,20.4112483167648
"1717",21.5,33.17183333,52.56666667,87.26666667,"16",23.8115672826767,26.0905202150345,23.9685188865662
"1718",35.8,38.608,56.03333333,84.6,"17",29.3259663391113,28.2182852602005,30.8907420444489
"1719",39.8,41.47666667,54.03333333,82.3,"18",31.1343844223022,30.5006292915344,33.2968659687042
"1720",45.3,43.69516667,55.66666667,82.5,"19",35.806793384552,33.6018123435974,36.0507666492462
"1721",38.5,44.31166667,59.63333333,82.16666667,"20",34.1856189918518,32.8769612550735,35.9720860958099
"1722",20.5,27.44233334,64.8,79.8,"21",21.9258157324791,22.2092616629601,21.5380994987488
"1723",24.3,31.92916667,67.26666667,78.53333333,"22",22.0650619912148,20.8038786888123,21.7634749555588
"1724",11.5,26.69633334,69.66666667,76.56666667,"23",16.7379479658604,19.3156230068207,17.2473336982727
"1725",12.2,19.39633334,69.46666667,76.46666667,"0",14.1382338833809,15.1177274227142,13.94720277071
"1726",7.9,12.67916667,69.6,75.66666667,"1",8.93306889295578,9.69752196192741,9.24735334873199
"1727",7.3,6.312833334,67.2,75.2,"2",6.52450513988733,6.25120991080999,6.61551697090268
"1728",4.2,5.031166667,67.96666667,74.8,"3",4.96462734341621,5.14605553597212,4.9024021269381
"1729",7.8,5.985166667,67.4,74.43333333,"4",4.64630310475826,4.59740218430758,5.87440511286259
"1730",13.2,13.1925,67.13333333,74.33333333,"5",12.2944347274303,11.5880006837845,11.643969758749
"1731",5.5,16.169,64.9,74.53333333,"6",10.0294253230095,12.108172762394,9.96494301438332
"1732",16.1,25.53083333,57.73333333,78.8,"7",16.8391051363945,15.5055905461311,15.5839227223396
"1733",6.7,17.69483334,48.4,83.96666667,"8",11.574737803936,14.305300078392,12.0767153477669
"1734",4.1,9.250166667,39.6,89.73333333,"9",8.77234056711197,9.40490535974503,6.363679394871
"1735",7.7,8.525666667,30.8,97.26666667,"10",6.85450842574239,6.82640089020133,7.10993129551411
"1736",12.1,10.80183334,27.13333333,101.5,"11",9.21833406209946,8.34786461353302,9.00844823181629
"1737",6.8,11.1215,26.66666667,103.1333333,"12",8.54379556179047,10.0741293632984,8.84263111829758
"1738",5.3,10.82333334,25.56666667,104,"13",8.72551536440849,9.64328112244606,8.52016452431679
"1739",8.5,10.34816667,25.53333333,103.7333333,"14",10.4109562373161,10.9395577275753,10.1669569516182
"1740",10.1,10.782,25.86666667,103.2333333,"15",11.5293915712833,10.930427480936,10.8803081023693
"1741",10.9,14.2155,31.83333333,98.2,"16",13.7888102412224,15.7647328519821,14.5093036365509
"1742",13.3,17.59333334,39.36666667,92.53333333,"17",18.3301692533493,19.7287434792519,18.860448372364
"1743",15.8,22.1865,46.56666667,88.23333333,"18",23.3763760042191,21.3623515844345,20.9897179198265
"1744",21.5,31.75633334,49.9,86.5,"19",23.9673773765564,22.9877922344208,23.0262675619125
"1745",18.6,16.3735,52.56666667,82.66666667,"20",17.7586437034607,17.7139106488228,17.7016765856743
"1746",3.2,11.241,62.66666667,78.06666667,"21",8.13563647329807,10.2093841862679,8.48114568471909
"1747",9.5,13.15683334,62.46666667,79.86666667,"22",10.8376283502579,10.7315671694279,10.1553667807579
"1748",16.6,17.76283334,61.56666667,80.43333333,"23",15.3228640913963,13.592704474926,14.9332289385796
"1749",17.2,27.82033333,67.46666667,78.96666667,"0",19.0370760440826,19.1859389996529,18.5270548510551
"1750",7.1,21.80183334,68.86666667,77.66666667,"1",13.2875030136108,15.3701131749153,13.9195445609093
"1751",9.4,15.40666667,68.5,76.66666667,"2",12.8827976965904,12.6829643571377,12.023600987196
"1752",9.5,5.697,63.46666667,75.93333333,"3",6.91064125150442,5.69106987416744,6.95577630534768
"1753",13.7,10.797,62.3,75.86666667,"4",11.1099707913399,9.80314569473267,10.6268617832661
"1754",13.1,14.08883334,64.3,75.93333333,"5",12.807645509243,12.1175476431847,12.1750627803802
"1755",19.5,31.65533333,64.8,76.33333333,"6",19.5355388140678,18.9360749483109,19.0549123215675
"1756",25.8,43.848,58.7,80,"7",27.8527934408188,27.5802225065231,27.2008540868759
"1757",19.5,37.38783334,47.06666667,86.5,"8",22.3698767232895,23.490493645668,22.1598953771591
"1758",29.5,42.2425,41.06666667,91.3,"9",29.0769650125504,28.588639383316,28.0833513784409
"1759",38.5,48.10266667,36.23333333,95.3,"10",41.0195963573456,40.8724658966064,40.5950501346588
"1760",42.9,49.06383333,34.83333333,96.06666667,"11",43.2600968837738,42.6453005409241,42.29510389328
"1761",45.2,50.05033334,34.03333333,97.03333333,"12",44.993786611557,45.8244453239441,46.0609415626526
"1762",41.9,48.43983333,32.43333333,98.5,"13",43.3963142108917,43.4398611354828,42.2353201293945
"1763",42.7,45.19266667,37.46666667,93.86666667,"14",37.4799807405472,37.397339963913,39.3240784645081
"1764",31.9,40.4115,38.56666667,91.5,"15",31.0103111791611,29.5215329694748,30.4221681928635
"1765",27.8,33.43683334,34.5,94.16666667,"16",25.3073082780838,25.1107321882248,26.0987645959854
"1766",23.6,28.19883334,38.93333333,90.3,"17",24.6897843647003,24.6088393259048,24.5066363239288
"1767",26.4,37.8405,51,84.2,"18",29.0194991207123,31.8187173175812,29.1350142002106
"1768",20.5,37.46733334,64.56666667,79.9,"19",27.9687540769577,27.1222397327423,24.8272986459732
"1769",27.2,42.39,65.2,80.76666667,"20",29.7024215507507,29.5274092245102,28.9370886659622
"1770",33.9,45.9755,63.2,81.9,"21",37.3391191148758,38.1627707672119,36.8010369539261
"1771",25.4,38.05716667,62.03333333,81.2,"22",25.8892198657989,26.4554045915604,27.0913289737701
"1772",9.8,17.58766667,61.83333333,77.83333333,"23",15.0515300834179,14.6040549230576,13.8761839127541
"1773",9.5,14.15866667,63.5,75.96666667,"0",10.3249328136444,10.9218862462044,10.1889924418926
"1774",16.6,27.6215,67.7,75.6,"1",16.8229685139656,17.4901298880577,16.8188212776184
"1775",8.7,22.43683334,68.73333333,74.73333333,"2",15.8423042488098,15.2189904618263,14.5904678535461
"1776",12.9,23.13266667,67.46666667,75,"3",14.707432012558,14.6797339558601,14.5365597438812
"1777",24.7,34.77966667,67.06666667,75.2,"4",21.2306346940994,18.4255061602592,19.9342504620552
"1778",21.4,34.739,66.3,76.03333333,"5",20.6098186302185,19.997597193718,20.6085327672958
"1779",19.7,40.18566667,66.16666667,76,"6",23.1845258712769,23.6887940168381,22.8154424762726
"1780",25.1,44.322,63.33333333,78.06666667,"7",27.9008934926987,27.3141115570068,27.2159090089798
"1781",30.8,46.53,52.5,84.56666667,"8",31.1840293502808,30.7290901184082,30.427720041275
"1782",34.9,46.29,43.4,90.53333333,"9",34.7700052309036,34.8815036058426,34.5431603240967
"1783",49.2,61.2275,38.73333333,93.2,"10",54.5394200611114,54.6770597648621,52.9905487632751
"1784",53.3,55.34483334,34.9,96,"11",51.1602253723144,51.3857356548309,51.4549725437164
"1785",38.9,47.125,31.23333333,97.86666667,"12",39.7341214752197,39.8681358385086,39.1757508468628
"1786",36,46.15683334,29.7,99.63333333,"13",38.1055810832977,38.1825795221329,37.7454828262329
"1787",30.6,42.84166667,30.33333333,99.3,"14",32.8876766252518,35.958616065979,33.8895617961884
"1788",35.9,41.0015,30.2,98.9,"15",34.2569855928421,31.2481406211853,32.7148010540009
"1789",35.5,37.3515,50.96666667,87.23333333,"16",26.5467122840881,24.944387216568,29.9717628097534
"1790",30.5,40.63183334,66.5,80.7,"17",29.6685573911667,28.4576718378067,29.26854596138
"1791",26.1,36.21633333,64.3,79.26666667,"18",27.3575211954117,24.4444584369659,25.3269471406937
"1792",18.9,31.54283334,68.63333333,74.16666667,"19",19.6937907338142,19.2645907878876,18.5373830032349
"1793",17.4,25.63066667,67.96666667,75.5,"20",17.5169164085388,17.4964657998085,17.4431277680397
"1794",14.9,26.88483334,66.2,76.4,"21",18.3641300749779,18.3922797489166,18.2588946247101
"1795",25.6,38.84633334,66.5,77.2,"22",26.2076319503784,25.6905506491661,25.5222614049911
"1796",21,29.8885,65.96666667,77,"23",18.4121004343033,19.1295579338074,19.7607195281982
"1797",7.9,14.75633333,64.86666667,76.26666667,"0",10.8605584657192,11.2478302443027,10.6137348210812
"1798",9.7,13.98883334,65.36666667,76.13333333,"1",11.0493386530876,11.8467153024673,11.3561443042755
"1799",15.4,20.98166667,64.6,76.5,"2",14.5241828322411,14.2371587729454,14.4780914926529
"1800",16.9,21.945,65.23333333,76.13333333,"3",14.3909976243973,14.4074665164948,14.4370350003242
"1801",10.9,20.6685,66.83333333,76,"4",13.9453663039207,15.0308676815033,14.3647273349762
"1802",13.8,28.7785,66.9,76,"5",19.4679798984528,19.6527546358109,18.6965924024582
"1803",23,37.54083334,65.33333333,76.63333333,"6",22.735517539978,22.1785597419739,22.1421597385406
"1804",25.8,42.74466667,63,78.36666667,"7",27.2220364618301,26.8557357168198,26.9201664209366
"1805",22.1,45.5145,55.36666667,83.8,"8",27.0862684726715,28.9927099752426,27.6060794878006
"1806",23.9,43.7425,44.7,90.93333333,"9",30.7161991643906,30.6732042884827,29.7289085149765
"1807",24.7,40.84766667,37.2,95.7,"10",29.1679733181,28.7354601597786,26.8304545640945
"1808",21.7,33.24316667,30.4,99.63333333,"11",23.7256735992432,23.8492837429047,23.1577569293976
"1809",19.6,27.05516667,25.6,104.0333333,"12",20.9261058187485,20.2272983384132,20.0469882059097
"1810",28.1,29.48366667,30.56666667,100.9,"13",22.123940372467,20.3598193407059,22.1551610898972
"1811",16.5,35.6835,51.96666667,86.5,"14",19.8051916074753,19.9165646672249,18.9188472247124
"1812",44.3,47.77733333,54.9,84.63333333,"15",36.593945479393,35.0321416759491,40.6628243780136
"1813",45.6,51.72083333,54.26666667,85.66666667,"16",40.8580826663971,40.4988314056396,44.0451252269745
"1814",27,42.83666667,55.9,83,"17",28.1379122591019,30.7378598022461,28.8291389417648
"1815",25,41.58933334,57.5,82.73333333,"18",29.5479134988785,33.872368516922,29.3655306959152
"1816",28.7,43.40916667,59.1,81.96666667,"19",33.7688290643692,36.4208813762665,34.1332698202133
"1817",27.8,40.54333334,60.26666667,81.46666667,"20",28.8901475572586,29.636480140686,28.3843858146667
"1818",16.2,24.27783334,56.93333333,79.8,"21",18.6651498866081,20.2754245877266,19.7542596936226
"1819",26.1,33.96,58.23333333,79.06666667,"22",21.2201914381981,20.9444647598267,21.8718398761749
"1820",27.8,36.676,61.2,78.46666667,"23",23.804463467598,22.0391375303268,23.6466961574554
"1821",40.6,39.466,62.33333333,78.86666667,"0",29.291187710762,26.1042255353928,29.3097686719894
"1822",33.4,40.24116667,62.96666667,79,"1",29.1003942108154,25.7299768209457,27.9608950805664
"1823",36.8,43.53316667,63.7,79,"2",31.2404731035233,28.9767747354507,30.1276834583282
"1824",34,43.82168966,64,78.44827586,"3",29.8903642416,28.0958757400513,29.0413724899292
"1825",40.2,48.06133333,65.4,78,"4",34.3958293819427,33.9791690301895,34.390220618248
"1826",55,53.401,66.23333333,77.9,"5",40.7111665058136,40.3665562343597,45.3289073228836
"1827",40.3,52.80833334,67.6,77.56666667,"6",36.8493808984756,38.3590726995468,39.1487126541138
"1828",32.2,47.69666667,64.5,78.56666667,"7",31.5384399271011,31.4537895154953,30.7547251081467
"1829",30.6,46.565,57.46666667,82.16666667,"8",31.2270203113556,31.5868268537521,30.842780623436
"1830",27,46.00116667,51.03333333,85.4,"9",31.2406981229782,34.1479339122772,31.7383178091049
"1831",30.7,44.8135,43.2,89.96666667,"10",31.9987198448181,33.2630030298233,31.8288142871857
"1832",24.6,41.08133334,35.76666667,94.6,"11",28.2173418188095,29.056942858696,27.7634143686295
"1833",24.2,39.64466667,37.03333333,92.56666667,"12",27.5127580022812,27.3355156421661,26.1493379259109
"1834",24.6,43.02616667,33.8,95.56666667,"13",33.1753058958054,33.6785181903839,30.6887739086151
"1835",19.1,33.44533334,30.2,98.73333333,"14",22.2837549448013,22.7562100791931,21.8568491458893
"1836",19.9,34.1175,33.6,95.1,"15",24.2658881568909,24.0103446483612,23.2421750211716
"1837",30.6,44.0625,37.83333333,93.23333333,"16",32.0742843770981,33.8560408878326,33.4248726844788
"1838",34.3,44.03283334,40.1,92.26666667,"17",35.6312971496582,35.9112338876724,35.9020181560516
"1839",30.7,40.21233334,47.1,87.23333333,"18",30.4123526000977,30.4782124471664,31.0927900981903
"1840",28.8,43.14583333,50.33333333,84.53333333,"19",34.219062666893,36.2671929454803,35.1001513624191
"1841",25.6,39.30833334,52.36666667,83.13333333,"20",29.5835544395447,29.0231309175491,29.3720431661606
"1842",29.9,41.95566667,53.93333333,82.6,"21",32.2272808694839,32.5039835691452,32.311435546875
"1843",31.5,45.9025,56.83333333,82,"22",33.9167413806915,35.0457809972763,33.9434749650955
"1844",33.1,46.95666667,58.53333333,81.06666667,"23",35.3788938236237,36.2279192304611,34.9053536748886
"1845",33.2,46.09616667,59.06666667,81,"0",33.0205628633499,33.1296559667587,33.044258556366
"1846",32.6,46.29833334,60.1,80.43333333,"1",32.7586068582535,32.6719242095947,32.6730976772308
"1847",28.4,45.50983334,60.46666667,80.26666667,"2",30.3325859308243,30.5849608373642,29.9621916055679
"1848",33.1,47.981,62.33333333,80,"3",33.1695862197876,33.2648009777069,33.3861114692688
"1849",39.3,48.37666667,62.86666667,79.73333333,"4",33.6840484428406,33.5583880567551,34.3631619787216
"1850",36.7,46.37066667,62.23333333,79.2,"5",31.2547935914993,31.5397840881348,32.534532532692
"1851",30.2,46.96783334,62.96666667,78.03333333,"6",31.6181915807724,31.9132648420334,31.3354852771759
"1852",24,41.71283333,61.93333333,78.36666667,"7",27.023449215889,26.167366566658,24.8615971279144
"1853",16.9,37.22683334,58.6,81.43333333,"8",21.9232924795151,22.4002897453308,21.4344514036179
"1854",15,37.15633334,48.46666667,87.13333333,"9",22.9694689202309,23.7587087893486,21.0456863236427
"1855",15.3,29.96566667,39.1,93.9,"10",17.2427098226547,17.9346128964424,16.7003017067909
"1856",23.2,31.1995,34.46666667,97.73333333,"11",21.7144949674606,21.4186287689209,22.0688451910019
"1857",8.8,34.80216667,45.16666667,88.56666667,"13",21.7226264405251,21.8367422127724,18.4860627126694
"1858",15.3,30.16816667,33.53333333,95.5,"14",18.1862892436981,21.6216505002975,20.4779403066635
"1859",21.9,32.031,38.8,92.26666667,"15",23.0819175601006,24.1983250808716,23.0527020597458
"1860",34,45.35366667,52.96666667,86.06666667,"16",31.7906074047089,31.1667653465271,32.658609790802
"1861",25.7,40.04583333,51.3,86.56666667,"17",29.8597603321075,31.1923412132263,30.1121953010559
"1862",25.8,40.5395,51.03333333,85.03333333,"18",29.5858848285675,31.5280225563049,30.2170925617218
"1863",23.3,36.544,52.66666667,84.1,"19",28.7696546173096,27.651253323555,26.079990029335
"1864",23.7,34.99933334,53.1,83.66666667,"20",26.1866911554337,26.7060108947754,26.0777118062973
"1865",14,26.21866667,55.96666667,82.33333333,"21",18.7773096466064,22.5231989169121,20.5417090654373
"1866",15.5,28.133,60,81.83333333,"22",22.536887755394,23.4349961137772,21.8902585124969
"1867",14.2,25.6835,60.13333333,81.9,"23",18.9889142823219,20.9357182955742,19.7452498555183
"1868",20.9,31.95883334,59.83333333,81.33333333,"0",19.6240222859383,19.1223379874229,19.2066985368729
"1869",17.3,28.36333333,60.23333333,80.9,"1",16.8655346930027,16.8431986153126,17.4360067009926
"1870",16.4,27.72666667,62.93333333,78.93333333,"2",15.7078762960434,15.7296856665611,15.6497668480873
"1871",16,25.514,63.53333333,78.1,"3",14.4472761750221,14.4702604222298,14.6710554552078
"1872",12.2,23.463,63.3,77.8,"4",14.9350750541687,14.983657143116,14.6386866569519
"1873",16.5,23.75266667,62.96666667,77.73333333,"5",15.6460517239571,15.8161708474159,15.8965907812119
"1874",17.2,36.21266667,65.73333333,76.36666667,"6",21.5884669876099,22.1769785571098,20.4359844017029
"1875",22.9,41.48966667,59.66666667,78.73333333,"7",26.9515708017349,26.1149076128006,24.7728771114349
"1876",-5.7,24.48466667,40.96666667,89.73333333,"9",14.5865223503113,14.6153608608246,10.6258167695999
"1877",8.3,20.26033334,33.6,96.16666667,"10",12.7674309265614,14.0198857760429,12.6820286667347
"1878",14.5,19.3795,32.76666667,96.43333333,"11",14.1474031233788,14.8537461447716,14.439087729454
"1879",3.7,20.40283334,30.96666667,97.9,"12",13.3304202282429,15.9689395952225,13.7023692381382
"1880",12.9,22.07516667,23.66666667,104.2333333,"13",17.619142138958,17.8261237716675,17.2128430485725
"1881",26,24.1375,22.86666667,105.4333333,"14",19.7826861643791,18.510158560276,19.7899446153641
"1882",13,26.13233334,37.33333333,92.16666667,"15",18.6768181490898,21.2803240585327,19.5449422240257
"1883",24.6,33.588,45.23333333,87.2,"16",23.7504391717911,24.4394069242477,24.1647169017792
"1884",26.2,34.37616667,52.4,83.7,"17",24.4702092838287,24.0633252763748,24.670328578949
"1885",29.4,38.73918966,52.63333333,83.73333333,"18",30.0379992961884,28.5058580732346,30.3433487987518
"1886",20,27.696,52.16666667,82.36666667,"19",26.0556157827377,23.9550787639618,23.7180537223816
"1887",20.5,22.831,62.33333333,79.2,"20",19.2235245490074,19.3366183519363,19.3555473971367
"1888",13.7,15.80833333,68.4,76.56666667,"21",12.8577458524704,12.1815492427349,12.7139224100113
"1889",5.2,12.31183333,68.9,76,"22",9.58267580270767,9.21320018053055,8.38527233600616
"1890",6.1,12.1005,69.66666667,75.76666667,"23",7.25015463590622,8.3275962972641,8.08167272567749
"1891",10.2,19.1305,71.73333333,75.33333333,"0",13.1823035597801,14.4113189196587,13.4770395362377
"1892",5.4,13.76083334,69.9,75.33333333,"1",9.82393186569214,11.0359010660648,9.85752112150192
"1893",3.5,10.30366667,67.3,75.56666667,"2",8.00067319154739,9.08025928139687,7.99168779492378
"1894",12.5,17.03933333,66.36666667,75.63333333,"3",13.4017963767052,13.7710113167763,13.4468476319313
"1895",17.9,22.53116667,66.76666667,75.63333333,"4",15.5216864681244,14.8316597056389,15.3373247337341
"1896",16.8,22.22416667,67.06666667,75.46666667,"5",15.5132915997505,15.9604334878922,15.6328913831711
"1897",17.5,31.03483334,67.43333333,75.6,"6",20.712955737114,20.4210510444641,20.066495347023
"1898",26.9,45.49,62.33333333,78.96666667,"7",28.0303455066681,27.6801267194748,27.7349478721619
"1899",31.7,55.63333333,54.43333333,84.56666667,"8",39.9820278167725,42.6994370937347,39.9507045650482
"1900",34.7,48.804,44.66666667,89.36666667,"9",38.1277345371246,39.2945010662079,37.9700696563721
"1901",37.9,53.01083333,38.83333333,93.33333333,"10",47.5639419174194,47.5853078269959,44.618391084671
"1902",29.8,45.39566667,34.23333333,96.16666667,"11",37.0943212270737,38.103196811676,35.884015827179
"1903",33.8,46.4665,34.6,96.13333333,"12",38.0250272274017,37.0497187805176,36.2679063940048
"1904",29.3,47.294,34.86666667,95.56666667,"13",36.2613746929169,39.056127614975,36.5422597122192
"1905",39.9,45.23066667,34.23333333,95.96666667,"14",39.1201790714264,40.502497420311,40.6216572189331
"1906",29.5,43.376,36.53333333,93.03333333,"15",34.449505815506,33.8055176830292,32.490815281868
"1907",38.2,42.75816667,35.16666667,94.23333333,"16",30.6882117795944,31.1901829862595,33.8022071170807
"1908",34.3,37.49,41.1,89.36666667,"17",28.2846394824982,27.7682825040817,30.3727216529846
"1909",53.9,48.50716667,46.93333333,86.53333333,"18",45.5925050258636,42.5551276016235,45.6269906330109
"1910",51,54.11533334,51.1,84.93333333,"19",49.6039430809021,48.3730856323242,49.3583153438568
"1911",63.3,61.55633334,52.53333333,85,"20",54.6753226184845,54.3244274902344,56.6641797447205
"1912",63.3,68.13666667,55.76666667,84.7,"21",61.1781870365143,62.8478263950348,62.6685634326935
"1913",19.8,35.7045,65.63333333,78.36666667,"22",21.3639885187149,22.5887419843674,21.5447792458534
"1914",7.8,17.365,66.76666667,75.63333333,"23",12.4790708994865,14.1151400113106,12.4242384493351
"1915",18.5,31.83016667,67.66666667,76.9,"0",18.2603807616234,18.3060864019394,18.6062096953392
"1916",18.2,34.83933333,66.76666667,77.03333333,"1",18.8166803860664,19.4248874378204,19.0874549674988
"1917",13.2,32.1305,66.7,76.93333333,"2",16.7329750728607,17.3144381093979,16.5903888988495
"1918",19.7,35.71633334,66.8,77,"3",19.289384496212,19.828401017189,19.96975086689
"1919",18.6,36.778,67,77,"4",22.753084526062,22.5740750598907,21.4002129220963
"1920",20.1,38.54283334,67.5,76.83333333,"5",25.4333700466156,24.6000452327728,23.2506366062164
"1921",33.1,52.4615,67.13333333,77.23333333,"6",36.0669751024246,39.5561131477356,37.7995700073242
"1922",46.7,59.413,65.16666667,79.53333333,"7",47.9759509038925,48.1243310499191,45.3660957145691
"1923",46.9,65.27916667,55.86666667,84.73333333,"8",49.2684669971466,47.5656373643875,47.7046584892273
"1924",49.7,68.39366667,48.36666667,89.36666667,"9",53.5480903434753,58.8997661495209,53.804311580658
"1925",51.7,56.40366667,40.46666667,93.2,"10",50.0923929977417,48.5145399951935,49.4198032569885
"1926",48.7,53.34833334,37,94.93333333,"11",49.3461060810089,49.5841174316406,49.7052538871765
"1927",39.5,48.62916667,32.6,97.8,"12",42.2072041034698,43.547653799057,42.1131968212128
"1928",35.6,46.94083334,34.7,95.66666667,"13",36.2826647281647,36.9867762041092,36.2157827234268
"1929",46.6,44.138,34.16666667,96.33333333,"14",35.6469618177414,34.8407994031906,38.127988820076
"1930",26.4,41.711,47.13333333,86.8,"15",31.3335374403,30.584241771698,29.1762728071213
"1931",41.3,47.186,40.43333333,92.6,"16",39.2792460393906,38.8271099710464,40.0726743984222
"1932",51.3,51.80466667,45.06666667,88.7,"17",43.4765794563293,45.36963098526,47.2163523769379
"1933",56.9,60.97066667,50,85.86666667,"18",55.3303109836578,55.222918176651,56.1710819149017
"1934",61.7,67.7185,55.6,84.23333333,"19",61.4629283905029,62.0880934143066,63.754648141861
"1935",46,55.54283334,58.8,83.56666667,"20",56.873541727066,53.1450098514557,51.9842571258545
"1936",44.1,54.2525,59.1,83,"21",50.3499472045898,50.6000279903412,48.7274332141876
"1937",46.4,53.15333334,59.1,82.76666667,"22",46.753466758728,46.7410701799393,46.3729989099503
"1938",49.8,56.07616667,58.9,81.9,"23",47.1963230609894,47.6639258766174,49.4604901790619
"1939",45.6,54.6565,59.5,80.96666667,"0",43.9287295532227,44.9227527809143,45.385576915741
"1940",40.9,53.69333334,60.46666667,80.9,"1",42.7043136692047,44.9876031064987,43.0687934494019
"1941",37.1,51.80183333,60.66666667,80.8,"2",36.0205812215805,38.6242925786972,37.8868261003494
"1942",34.3,50.61133334,62.3,80,"3",35.6172970342636,35.6141782903671,35.7177352380753
"1943",38.7,56.52516667,64.66666667,79.13333333,"4",40.8518692016602,44.2941194438934,43.4560636329651
"1944",44.8,64.09166667,65.1,79,"5",48.5236807632446,51.2002227926254,49.3278074359894
"1945",43.3,66.14866667,64.6,79.23333333,"6",47.8851284599304,49.6358312606812,47.8916318035126
"1946",43.3,65.60783334,61.26666667,81.36666667,"7",48.6696282672882,48.5800698757172,47.1776362895966
"1947",37.7,57.34583334,52,86.93333333,"8",40.889907951355,44.1657053756714,41.5343598556519
"1948",37.3,54.57933333,50,87.2,"9",45.6142906951904,46.6013705921173,43.1747141838074
"1949",22.1,43.34933334,40.23333333,93.56666667,"10",31.9035453891754,31.4501491355896,29.42306828022
"1950",21.7,39.81708333,31.5,99.20833333,"11",27.7478825998306,30.0672990560532,27.8019637107849
"1951",34.9,41.2785,32,98.06666667,"12",32.2389667844772,31.7105565547943,32.5848050260544
"1952",28.4,43.64883334,32.46666667,97.46666667,"13",35.4521185684204,35.1993907546997,32.8913836097717
"1953",36.9,42.88516667,27.9,101.5666667,"14",34.6050973701477,35.651349272728,35.9215089607239
"1954",33.7,42.77333333,33.56666667,96.2,"15",33.4498726463318,32.2256965970993,32.7684484434128
"1955",45.3,49.527,40.3,91.36666667,"16",43.9612695789337,43.3692750263214,43.872175359726
"1956",52.2,55.72583334,45.06666667,88.43333333,"17",49.7750510311127,48.0346314239502,50.7791635227203
"1957",48,54.802,49.76666667,85.96666667,"18",52.2623182964325,51.8212846565247,51.6708906936646
"1958",51.9,54.9845,52.53333333,84.96666667,"19",51.5102006816864,51.4700704288483,51.5401895236969
"1959",51,55.39666667,52.73333333,84.8,"20",52.1440728378296,50.861211233139,51.6634554672241
"1960",52.9,52.60366667,52.9,84.36666667,"21",48.0311047554016,45.4501980304718,47.5974716854095
"1961",47.7,54.56933334,54.8,83.4,"22",49.7699260520935,49.9346188354492,49.1026483821869
"1962",34.8,48.97833334,56.66666667,82.63333333,"23",37.5809498691559,38.0037648487091,37.4834085988998
"1963",40,52.84433333,59.8,81.93333333,"0",41.8754582071304,43.5245970726013,42.192887506485
"1964",32.3,51.99416667,61.76666667,81.16666667,"1",38.1246794319153,39.7146499109268,38.0409696435928
"1965",30.8,48.28583333,62.63333333,80.53333333,"2",33.75745262146,35.0636937379837,33.3054737710953
"1966",33.7,49.53416667,64.36666667,79.46666667,"3",34.2649821996689,34.3508903455734,34.1213898992538
"1967",29.2,47.6665,62.8,79.36666667,"4",33.1540850639343,34.4067789697647,33.4216260957718
"1968",31.8,43.8975,62.4,78.53333333,"5",29.3299281692505,27.2940119695663,28.1892764186859
"1969",30.8,43.78833334,63.33333333,78.3,"6",29.8356402873993,28.212264251709,28.533343667984
"1970",34,51.48583334,60.5,79.9,"7",34.9164758348465,35.3754829359055,35.0089973163605
"1971",26.5,46.77516667,52.03333333,84.7,"8",31.2340303945541,32.2133831548691,30.7074780321121
"1972",31.9,46.15066667,41.56666667,91.06666667,"9",34.5077654075623,34.8859073734283,34.5868314313889
"1973",35.9,46.094,32.63333333,97.86666667,"10",36.7023573064804,36.9794758701324,36.6426835203171
"1974",38.5,46.00033333,30.56666667,98.6,"11",39.7340433883667,38.268070230484,38.0178921413422
"1975",28.2,42.58583333,28.56666667,100.1666667,"12",32.3287873077393,33.1225838851929,32.0025018835068
"1976",31.7,39.03083334,24,104.2666667,"13",31.7173071050644,31.9395708560944,31.9617128324509
"1977",23.4,35.99983334,22.33333333,106.0666667,"14",26.616076464653,27.8821197652817,26.9764899253845
"1978",25.2,35.89033334,23.46666667,104.8,"15",26.693593916893,28.9519122552872,26.9307665061951
"1979",23.8,35.458,26.83333333,100.2,"16",26.6497073841095,28.4337605857849,27.2634256744385
"1980",25.5,35.87133333,31.33333333,95.36666667,"17",28.5997985982895,29.6800050115585,28.4237559700012
"1981",34.8,47.11333334,38.56666667,90.2,"18",39.1205973911285,41.3319262981415,39.6331792926788
"1982",53.9,85.58666667,42.8,88.03333333,"19",75.3405090618133,82.4587053012848,73.2540707206726
"1983",44.3,51.46766667,46.8,86.73333333,"20",45.6796466445923,45.9336952400208,45.93516746521
"1984",41.5,46.1475,49.53333333,85.56666667,"21",37.5929149723053,35.8653131103516,36.7745634746552
"1985",32.1,42.36,52.16666667,84.46666667,"22",31.99485247612,28.7230541038513,29.4691714525223
"1986",36.3,44.781,57.76666667,82.2,"23",31.3630972576141,34.6606558847427,35.4098368120193
