"","BAM","PA_CF_1","PA_RH","PA_Temp","hour","h2o_dl","cvpreds","h2o_dl_m"
"1595",9,13.58736782,37.06896552,93.55172414,"14",10.4828193273955,13.193741842543,14.5979582849624
"1596",17.8,15.50816667,38.4,92.8,"15",12.8314182486797,12.7139764367726,16.5596053866367
"1597",10.5,13.78616667,43.53333333,89.06666667,"16",13.075036543813,15.3017989124786,15.4853402387419
"1598",25.9,36.85933334,47.06666667,86.73333333,"17",26.4701526644415,25.583060837809,23.1714125727812
"1599",35.8,54.89583334,50.23333333,84.53333333,"18",39.0665247021143,36.8811880803067,35.0705311876056
"1600",26.7,24.2695,51.96666667,83.43333333,"19",21.0272399270595,20.3139661449996,19.0875287685532
"1601",32.5,34.08983334,56.13333333,82.7,"20",24.724746106639,24.1919263597748,21.424593832447
"1602",28.6,40.09583334,58.03333333,82.1,"21",28.2113210139589,24.1371792466187,23.0532920293339
"1603",25.9,35.92266667,60.6,81.1,"22",23.5049786968017,21.5769296814579,21.4996801486164
"1604",25.1,37.528,62.06666667,80.5,"23",22.6187716328206,19.8432586600047,19.9983673080056
"1605",23,36.22616667,63,80,"0",21.7459119361964,18.9458981871813,19.4068304583528
"1606",30.1,45.088,62.96666667,79.96666667,"1",24.5012780310556,20.1656488858287,19.3730388693159
"1607",32.1,62.078,64.46666667,79.86666667,"2",32.8484935946447,29.1886716089599,30.522024884001
"1608",28.6,57.79316667,63.8,79.96666667,"3",31.0899808372069,26.4407766076525,28.1468718678744
"1609",30.5,45.8565,62.9,79.23333333,"4",25.960777003533,22.3623827099491,20.8455403762459
"1610",36.5,51.62066667,63.4,79,"5",28.6779848319198,26.458107379132,26.8741326006847
"1611",32.6,58.9775,63.6,79.06666667,"6",31.6083227014719,31.694505843829,29.6006066127568
"1612",43.2,85.9855,61.16666667,80.93333333,"7",46.9118346746203,39.8706913543792,42.4057622662922
"1613",56.3,108.1195,55.7,83.4,"8",59.4161487365408,54.6203973018372,56.9792674543837
"1614",54.2,122.1408334,52.5,85.03333333,"9",69.7202974922843,70.134045561746,69.3645293180728
"1615",37.8,72.079,41.3,91.4,"10",43.1555077923818,39.5473280354651,44.1381363606553
"1616",34.8,57.205,37.03333333,93.36666667,"11",36.5646800358274,35.4854016679511,36.4868648366859
"1617",24.2,41.13733333,32.23333333,97.3,"12",28.5610881112492,25.7011541335414,26.2659139909634
"1618",30,43.98766667,34.06666667,95.23333333,"13",28.963223257614,25.3893654005861,25.5687890630982
"1619",25.3,52.4455,37.83333333,93.4,"14",31.5664914457178,33.4741263098711,33.5975870027576
"1620",29.8,36.13583333,52.06666667,84.26666667,"15",20.8203657015031,19.9896420086945,19.8592159467854
"1621",21.9,34.588,60.16666667,81.53333333,"16",19.9828037508266,19.0029277490258,19.2028391939019
"1622",20.2,40.98283334,62.83333333,80.9,"17",24.1569665228466,20.9768847855348,18.9907601399341
"1623",52.5,68.06333333,64.13333333,81.6,"18",41.9412711835985,39.3169351083789,39.80987940597
"1624",56.1,87.4325,65.33333333,81.7,"19",51.1360519902889,47.5563775064548,49.9548988447049
"1625",48.6,76.08333334,63.1,81,"20",44.4917487815684,41.4339615653367,44.5205175824501
"1626",45.4,60.87766667,62.76666667,80,"21",38.8916441405291,32.165798391498,33.6544361840378
"1627",38.6,51.79983334,62.96666667,79.83333333,"22",31.0751967572367,26.4242201153133,28.3607564777679
"1628",25.2,33.04833333,64.16666667,79,"23",20.0531318092562,18.9880930954337,19.2017412303721
"1629",31.8,43.24433334,65.3,79,"0",24.5562439137151,16.9124180987595,18.7729112992852
"1630",26.8,50.05883334,67.56666667,78.03333333,"1",25.7254522728027,22.4415669122755,20.1173395762883
"1631",25.9,47.99033333,67.1,78.23333333,"2",25.4338837413659,20.1710628843113,20.2035549395383
"1632",17,31.68583334,66.86666667,77.96666667,"3",16.89992728083,17.0622632919138,17.4305585525127
"1633",22.5,40.33366667,67.13333333,77.93333333,"4",22.2222077237906,18.8141148856309,18.630806740248
"1634",24.5,46.35733334,67,78,"5",25.2039887880818,23.0688288580462,21.1924597104019
"1635",30.5,64.41116667,66.7,78.43333333,"6",33.7995949661719,31.1915948659192,30.7795961252006
"1636",35.9,92.3745,63.63333333,80.36666667,"7",50.1062800044038,44.1492176035796,45.5378575399875
"1637",28.5,55.5555,54.1,84.13333333,"8",30.8825529495818,28.8966833433964,29.7204549361318
"1638",32.3,67.74466667,48.06666667,87.23333333,"9",39.9027323585407,36.127280096406,38.3127017890051
"1639",26.8,57.58833334,40.83333333,91.16666667,"10",34.5583654313794,33.4925589834043,34.8368305287488
"1640",28.5,55.453,34.06666667,96.7,"11",36.5951388901391,34.7612283781942,36.5039537824871
"1641",26.7,47.413,30.46666667,98.83333333,"12",32.8361433786117,29.6345994263263,30.0008703083828
"1642",22.4,34.30833333,28.4,99.53333333,"13",24.5708731176854,22.8672805172563,22.343871931371
"1643",16.2,30.4255,26.3,99.9,"14",21.3701296343484,22.1366106271933,21.1920497295396
"1644",18.7,26.29533333,23.6,103.1666667,"15",20.6515190153486,19.5778658758427,20.426639046373
"1645",22.1,26.49916667,26.8,99.5,"16",21.9545639167797,22.1298636415939,20.8781049095583
"1646",29,33.1485,32.93333333,93.43333333,"17",25.5733301871589,25.2227160140619,24.2659912540882
"1647",30.1,38.56633334,38.93333333,88.36666667,"18",30.2952922356012,29.3788910598577,27.0146281899317
"1648",35.8,50.48216667,42.66666667,86.1,"19",38.37970904798,35.2625661274438,34.5580700244431
"1649",29.8,47.96466667,47.5,84.6,"20",34.3826992212918,33.8899068194449,32.7576575098595
"1650",31.8,47.459,53.4,82.9,"21",32.8160237884706,29.4884348128149,29.6672744047544
"1651",34.9,56.10166667,57.63333333,81.1,"22",34.3588649471331,32.644106569047,31.8857722931397
"1652",45.5,80.894,58.43333333,80.7,"23",47.6996619919046,43.7812746490261,45.70526211182
"1653",56.9,104.1078333,60,79.96666667,"0",60.9520197097862,52.3698994075407,57.5170812105427
"1654",54.6,108.5567586,60.96551724,79.62068966,"1",63.2034342800169,53.7946758519295,57.8706202968372
"1655",53.3,111.4403334,62.43333333,79,"2",61.9672047834468,56.1816753182197,59.7172911388373
"1656",52.7,119.1936667,63.4,78.93333333,"3",67.6597773810111,61.444436075642,64.4105250263778
"1657",61,124.6905,64.5,78.4,"4",67.8834779163879,64.1243522743933,65.2559313582724
"1658",61.5,125.832,63.33333333,78.96666667,"5",69.8432822858975,67.720956006919,68.1844736031525
"1659",66.4,136.1743334,62.93333333,79,"6",76.0512775446347,74.5570834358353,75.4767982264989
"1660",71.9,147.0233334,62.26666667,79.4,"7",79.8336346248084,79.5156026226666,78.2511864791336
"1661",51.3,101.1115,52.8,84.4,"8",56.7156687892661,53.8154630037649,54.2095164762305
"1662",36.5,70.2425,40.53333333,90.16666667,"9",44.0456230592769,40.6633659511784,42.5241997060564
"1663",31.3,48.79733333,33.46666667,94.53333333,"10",30.8802224167401,30.1414377842706,32.0448975411348
"1664",23,34.75266667,28.9,98.4,"11",23.3338767910631,24.4062370080728,23.744935665129
"1665",24.6,24.745,26.7,100.1333333,"12",18.9407708240483,17.781730709856,18.4919008040193
"1666",22.4,22.33366667,26.13333333,100.3333333,"13",17.5648815912215,16.4378865354798,17.6907019705097
"1667",11.5,19.14233334,28.63333333,97.23333333,"14",14.5241734041874,15.6480665103487,16.634261947244
"1668",22.3,21.31383334,26.76666667,100.1666667,"15",17.3660669330127,18.1030585105861,18.2818439063804
"1669",22.6,23.57283334,30.43333333,96.1,"16",20.2377206492245,19.5718436811013,19.4380749729511
"1670",27.1,28.06516667,34.23333333,91.66666667,"17",22.6111135091049,21.9285885034124,21.7148634173443
"1671",28.4,32.6925,38.86666667,88.13333333,"18",26.0634457585039,24.1025289607042,23.6814697162801
"1672",31.1,39.83716667,42,86.33333333,"19",32.5527365886886,30.1043995919393,30.6245796664746
"1673",32,41.31016667,45.5,84.93333333,"20",31.2994527056734,27.2335863449678,30.631677758123
"1674",23.2,34.53566667,51.36666667,83.4,"21",25.8932237901415,23.810627274771,22.1672386644599
"1675",17.9,28.77916667,54.56666667,82.6,"22",20.5763949619291,19.8840252497097,19.8069670433406
"1676",15.8,30.30066667,57.93333333,81.06666667,"23",19.8721080682682,18.8747823997898,18.7192586932031
"1677",21.1,31.47166667,61.13333333,80,"0",19.7442839669198,19.2215595732495,18.6577423375241
"1678",22.3,33.00383334,62.86666667,79.86666667,"1",18.4677093632732,18.0194371237688,18.2657074251119
"1679",18.8,33.70883334,64.23333333,79.06666667,"2",19.1476147644974,17.8227437528059,18.5923583527843
"1680",19.8,35.082,64.13333333,79.23333333,"3",19.1402992403001,18.6968778127008,18.5594353014629
"1681",15.6,35.4505,63.63333333,79.03333333,"4",20.7164691116156,19.275930457303,19.6742549984127
"1682",15.8,34.66016667,63.83333333,78.33333333,"5",20.739655860773,19.1233312143834,19.6902945623847
"1683",17.2,38.64233334,63.3,78,"6",21.8253576547018,22.3421836045097,21.1242730228733
"1684",16.8,39.05983334,59.6,79.93333333,"7",23.1505433742001,21.6791961029438,21.667679598592
"1685",18,39.62433334,52.03333333,83.76666667,"8",22.9478753657148,23.7418266807055,21.7228805755212
"1686",17,31.183,46.86666667,85.46666667,"9",18.1184762092122,18.590065468047,18.5238102560024
"1687",16.6,28.61333334,37.7,91.36666667,"10",17.2147510023616,19.4667714503983,19.50864156827
"1688",17.1,26.40416667,31.66666667,95.96666667,"11",17.5606605646239,20.0498874725007,20.0175137468974
"1689",14.8,23.296,27.1,99.8,"12",17.9912917005821,18.7728471845891,17.6962956904655
"1690",19.3,21.85997127,26.48275862,101.0344828,"13",17.3800538928732,16.7313443348041,17.4227362806711
"1691",9.6,16.14733334,22.63333333,105.3666667,"14",13.6894851577124,12.199528140718,13.5005518967062
"1692",9.2,16.13616667,22.23333333,103.8666667,"15",14.0818563575617,14.9257680654317,14.8289654763961
"1693",18.5,17.56516667,23.5,103.2333333,"16",17.5218431307806,15.3700195725548,16.0302477758569
"1694",22.3,21.88683334,32.53333333,92.5,"17",18.6477624652879,19.6806236096953,19.8522475951153
"1695",24,24.66583334,39.6,87.13333333,"18",19.8143840752759,19.4336171438821,20.1191979181181
"1696",30,34.35733334,42.8,86,"19",29.0363853987049,26.3313531615659,25.5135101101919
"1697",36.5,40.48166667,46.13333333,85.6,"20",30.7215797876278,28.9249366414942,29.875231382495
"1698",52.5,73.70933334,53.2,83.46666667,"21",48.4256396007738,41.5303521959847,44.8568401537076
"1699",37,61.577,56.93333333,82.63333333,"22",37.6661172507741,36.3019217739198,34.6363316752485
"1700",34,53.8075,56.36666667,82.33333333,"23",32.7152889014457,28.0243678545794,30.2084890102401
"1701",33.1,52.386,57.33333333,81.16666667,"0",31.5849310643197,29.5890639327135,28.6360174956802
"1702",30.9,46.71383334,58.83333333,80.03333333,"1",26.3537911364112,23.9515380457302,21.7319271646121
"1703",33.9,54.92916667,58.5,79.96666667,"2",30.7127726632921,27.2320682931851,28.7672866160776
"1704",26.7,49.54266667,59.36666667,79.5,"3",27.5770242079439,25.2533662476359,25.0185791932202
"1705",31.3,49.48466667,60.56666667,79.1,"4",28.3089556329783,25.677782271348,24.8746543866611
"1706",28.5,48.82083333,61.96666667,78.7,"5",27.8394325682618,24.8052625413194,25.5913000541727
"1707",29.9,55.46266667,63.5,78.33333333,"6",29.7669881627121,30.0960184182138,28.7186553844835
"1708",32.1,63.78483333,62.03333333,79.53333333,"7",34.4853342794032,30.2862869499465,30.5978160758801
"1709",34.5,61.94883334,55.33333333,82.76666667,"8",33.582044901866,31.7397355383689,31.5014575928248
"1710",42.1,69.47716667,49.93333333,85.4,"9",40.0084670969986,37.3815310404232,38.7769619875878
"1711",27.2,42.74583334,41.46666667,90.36666667,"10",26.0729937536382,25.7901293818332,25.0861062704086
"1712",22.8,35.1865,35.7,94.2,"11",22.7301236981169,22.7802081416734,21.9162284050985
"1713",35.8,45.68033334,34.7,95.1,"12",30.8447294631837,26.4887424296811,27.9516164306374
"1714",22.5,40.40033333,37.2,92.66666667,"13",26.2815701661769,21.4153570133976,22.6830690672512
"1715",20.2,32.36783334,29.96666667,99.9,"14",22.386781838815,22.0368508780415,21.6818061562988
"1716",22.3,25.94166667,26.56666667,103.4333333,"15",20.5973849108051,20.3501546782031,20.198641837009
"1717",21.5,38.30583333,52.56666667,87.26666667,"16",23.6746244060942,21.1380469416427,20.9791861416891
"1718",35.8,45.52333334,56.03333333,84.6,"17",28.2984205544882,24.7550829088709,22.2435994632649
"1719",39.8,51.1535,54.03333333,82.3,"18",35.8563937979974,31.4124649602732,31.9371246953336
"1720",45.3,56.4175,55.66666667,82.5,"19",37.4196352344861,33.0532543573788,34.2239633268299
"1721",38.5,53.56616667,59.63333333,82.16666667,"20",33.2171737776481,28.6808170524689,31.6018310049131
"1722",20.5,28.47016667,64.8,79.8,"21",21.1888666402275,18.6406358059009,18.8039269723669
"1723",24.3,33.94033334,67.26666667,78.53333333,"22",21.3969439523355,18.8931167332664,20.3633120701775
"1724",11.5,27.62266667,69.66666667,76.56666667,"23",16.6832846544183,17.7767786175324,17.280178500002
"1725",12.2,19.39816667,69.46666667,76.46666667,"0",11.5080373309937,15.4784769790599,14.6518500580482
"1726",7.9,12.6845,69.6,75.66666667,"1",5.12355806965931,11.6827628274125,11.2458674098117
"1727",7.3,6.312833334,67.2,75.2,"2",2.18975725691273,6.5276731381147,6.94271722544767
"1728",4.2,5.031166667,67.96666667,74.8,"3",1.39354041459717,4.96586568876616,6.98248431501675
"1729",7.8,5.985166667,67.4,74.43333333,"4",3.17806073691042,4.4373404076677,7.20270362482605
"1730",13.2,13.1925,67.13333333,74.33333333,"5",7.0534388736224,9.44183444042491,11.6466172696029
"1731",5.5,16.39166667,64.9,74.53333333,"6",9.20780132744277,10.3517691532509,13.6946555083489
"1732",16.1,25.81966667,57.73333333,78.8,"7",14.0853766327457,17.7605157927669,17.0057226738397
"1733",6.7,17.73633334,48.4,83.96666667,"8",10.0339666931454,10.2831896409344,14.1714867558059
"1734",4.1,9.250166667,39.6,89.73333333,"9",3.54911578345885,6.86353816324735,9.65673014550626
"1735",7.7,8.557333334,30.8,97.26666667,"10",3.99976764770954,7.25696135963666,9.78821330708377
"1736",12.1,10.80183334,27.13333333,101.5,"11",7.5015919940816,10.9344398322932,11.2818250456765
"1737",6.8,11.1215,26.66666667,103.1333333,"12",10.8659993396158,11.0897087258999,10.6313861861221
"1738",5.3,10.82333334,25.56666667,104,"13",10.6808445751633,11.7227405926025,11.6206560982272
"1739",8.5,10.34816667,25.53333333,103.7333333,"14",9.98382460300142,12.1096318637824,10.923853401882
"1740",10.1,10.782,25.86666667,103.2333333,"15",10.7418824471643,8.82748883199044,12.1544020656376
"1741",10.9,14.2155,31.83333333,98.2,"16",15.3095346237158,13.9213189972499,14.9648162528812
"1742",13.3,17.96416667,39.36666667,92.53333333,"17",16.3465410722934,17.6460108224806,18.670601624337
"1743",15.8,22.27133334,46.56666667,88.23333333,"18",19.0612239838294,19.0807907406519,19.4111235171327
"1744",21.5,33.70683334,49.9,86.5,"19",27.6068257438074,25.7892957359419,22.9847638096123
"1745",18.6,17.52533334,52.56666667,82.66666667,"20",15.1025751106555,15.9189510365748,16.6368692214712
"1746",3.2,11.241,62.66666667,78.06666667,"21",10.8151990875289,10.985834957317,11.5085426066251
"1747",9.5,13.15683334,62.46666667,79.86666667,"22",9.45608528025357,11.905778670057,13.6934970676596
"1748",16.6,17.77233334,61.56666667,80.43333333,"23",12.5599432937281,13.3295196128979,15.2280934378494
"1749",17.2,28.801,67.46666667,78.96666667,"0",16.9552728071002,16.2312563473395,17.4877896026454
"1750",7.1,21.86,68.86666667,77.66666667,"1",11.2545894001367,14.4750957606747,15.3486636872533
"1751",9.4,15.4195,68.5,76.66666667,"2",8.28643587738771,13.0844754430177,12.2371860561696
"1752",9.5,5.697,63.46666667,75.93333333,"3",1.6723906430413,6.87348425947259,7.60685106672668
"1753",13.7,10.79783333,62.3,75.86666667,"4",6.2240939481328,8.06802284034544,10.3594870942424
"1754",13.1,14.08883334,64.3,75.93333333,"5",8.0575118155321,7.42167508230316,12.5365822771938
"1755",19.5,36.60483333,64.8,76.33333333,"6",20.6025403984404,21.0704302437289,19.8355688846136
"1756",25.8,56.344,58.7,80,"7",31.8972424673079,30.85051741813,29.3538535696202
"1757",19.5,43.09783334,47.06666667,86.5,"8",26.2370237090334,27.5027946417639,26.1073237566664
"1758",29.5,52.4795,41.06666667,91.3,"9",33.468258810578,31.3060226870405,32.5120114753191
"1759",38.5,66.588,36.23333333,95.3,"10",41.165923123127,41.4942495681144,41.9243618456585
"1760",42.9,69.23466667,34.83333333,96.06666667,"11",46.475597283186,41.2386069648612,45.3224771419919
"1761",45.2,71.815,34.03333333,97.03333333,"12",48.2806749272965,45.3022799756569,48.939425125705
"1762",41.9,67.6875,32.43333333,98.5,"13",43.6492037487845,42.4568886683652,46.4112009236586
"1763",42.7,59.333,37.46666667,93.86666667,"14",35.5873299526546,35.1242852972963,40.9871562400424
"1764",31.9,49.12333334,38.56666667,91.5,"15",31.3020564493147,27.1972191103963,28.2756377648857
"1765",27.8,36.7685,34.5,94.16666667,"16",26.061103835406,23.4160392560867,24.3949332540288
"1766",23.6,29.18583334,38.93333333,90.3,"17",23.1952078795886,22.6108133674119,21.5868732570056
"1767",26.4,44.2415,51,84.2,"18",32.6250047708484,27.8155398028369,27.659021210321
"1768",20.5,43.36166667,64.56666667,79.9,"19",28.5352652011975,24.8165477475139,21.5498602624881
"1769",27.2,52.877,65.2,80.76666667,"20",30.5977474615672,27.3863751579868,28.765046331877
"1770",33.9,61.3245,63.2,81.9,"21",39.2378064407892,36.1746544120065,34.016134097143
"1771",25.4,44.77533334,62.03333333,81.2,"22",27.6389344717453,23.29265693282,23.195920477734
"1772",9.8,17.7045,61.83333333,77.83333333,"23",12.4651961714393,13.0683861810656,15.0726624950495
"1773",9.5,14.15866667,63.5,75.96666667,"0",8.71024002632273,10.6636954377612,12.4234817473352
"1774",16.6,28.157,67.7,75.6,"1",14.8410400913116,16.9217657912918,16.6319326103963
"1775",8.7,22.45133333,68.73333333,74.73333333,"2",12.6309883929345,14.0747771286903,15.3240404781139
"1776",12.9,23.34083334,67.46666667,75,"3",12.1316938762621,15.4418461310252,15.6744149659342
"1777",24.7,38.59583334,67.06666667,75.2,"4",21.4453808974739,18.2583469363464,19.1293927715502
"1778",21.4,38.417,66.3,76.03333333,"5",21.9308063826258,20.0472816440047,20.3409505037678
"1779",19.7,48.60033334,66.16666667,76,"6",25.9066071664186,26.7585577243307,26.0506989800874
"1780",25.1,57.636,63.33333333,78.06666667,"7",31.1767396095836,28.9917525660556,28.9968997443695
"1781",30.8,62.77283333,52.5,84.56666667,"8",35.1901179408268,32.2018550088579,32.5592042071916
"1782",34.9,62.151,43.4,90.53333333,"9",38.4772690191219,36.6984868013191,36.2654458927763
"1783",49.2,91.99133333,38.73333333,93.2,"10",56.9027739399739,52.1711363629609,55.5976324821339
"1784",53.3,83.45616667,34.9,96,"11",56.9606867129988,49.8030611993566,52.9316919411149
"1785",38.9,64.345,31.23333333,97.86666667,"12",43.759197134841,40.7815384995202,43.9262951481091
"1786",36,61.86316667,29.7,99.63333333,"13",40.6763830169915,40.4748894303496,42.6707144044196
"1787",30.6,53.8725,30.33333333,99.3,"14",34.2840997289962,33.9545783244101,37.7269801329223
"1788",35.9,49.883,30.2,98.9,"15",33.9892693781152,31.6290385754562,32.7116250297603
"1789",35.5,43.261,50.96666667,87.23333333,"16",25.8542757530807,22.7965743134992,21.8172670232235
"1790",30.5,49.25133333,66.5,80.7,"17",26.3165834705207,21.8173921449548,19.9532925691718
"1791",26.1,41.212,64.3,79.26666667,"18",26.9877089757789,22.2617364097482,19.6349867930785
"1792",18.9,34.45016667,68.63333333,74.16666667,"19",23.7006544559715,21.834902276506,19.4113788277145
"1793",17.4,26.39683334,67.96666667,75.5,"20",16.6258176925202,17.1583255253787,18.0075116486753
"1794",14.9,27.064,66.2,76.4,"21",20.6007582392699,19.3876121929798,18.0608755546448
"1795",25.6,46.02433334,66.5,77.2,"22",27.6874102775469,24.4069806386547,22.2187056493838
"1796",21,32.25733333,65.96666667,77,"23",19.5474550738158,17.8630148627489,18.8392792480479
"1797",7.9,14.75633333,64.86666667,76.26666667,"0",9.08226831271239,7.30299564287285,12.668360030145
"1798",9.7,13.98883334,65.36666667,76.13333333,"1",5.92676569710702,13.0093557028225,12.4075276571719
"1799",15.4,21.3245,64.6,76.5,"2",11.9662928763316,16.2968036853337,15.3548669478243
"1800",16.9,21.99516667,65.23333333,76.13333333,"3",11.6183004048258,14.1100666353626,15.5208317340531
"1801",10.9,20.67066667,66.83333333,76,"4",12.3510768100936,14.4514549430531,15.4845107051222
"1802",13.8,29.294,66.9,76,"5",17.2237088076156,17.4220697901502,17.9326281088332
"1803",23,43.47566667,65.33333333,76.63333333,"6",23.7227114094163,23.9622638521759,23.6621071762363
"1804",25.8,53.74116667,63,78.36666667,"7",29.554898325873,27.1238208785841,28.2930811915881
"1805",22.1,60.36816667,55.36666667,83.8,"8",32.9602006218213,30.1468108769969,31.0222358435068
"1806",23.9,56.11583333,44.7,90.93333333,"9",34.6940225239283,32.4894886739362,33.027032018063
"1807",24.7,49.61966667,37.2,95.7,"10",30.8751166918596,31.4819423747634,32.2741113940404
"1808",21.7,36.587,30.4,99.63333333,"11",24.7188199340883,26.2589484537423,24.6124954469339
"1809",19.6,27.23633334,25.6,104.0333333,"12",21.0612938598874,20.5564283248203,19.9328419768899
"1810",28.1,30.41716667,30.56666667,100.9,"13",22.3533221086473,21.6939877755745,20.7478857702847
"1811",16.5,40.95183333,51.96666667,86.5,"14",21.9924643652537,20.2592124927201,20.4863109605049
"1812",44.3,65.888,54.9,84.63333333,"15",34.9050716398388,32.7245409820061,37.9447149571765
"1813",45.6,75.23266667,54.26666667,85.66666667,"16",39.3265134881885,39.6480857315684,45.29536985512
"1814",27,53.77333333,55.9,83,"17",31.7854806274138,27.6921906615454,30.3854551911307
"1815",25,51.37616667,57.5,82.73333333,"18",35.0482772968105,30.8004672948211,30.7256284287588
"1816",28.7,55.068,59.1,81.96666667,"19",35.5998427987561,31.0424023460718,32.7083574091625
"1817",27.8,48.8465,60.26666667,81.46666667,"20",30.4928490650526,27.2251372959983,28.6178963848502
"1818",16.2,25.52083334,56.93333333,79.8,"21",20.1367727199933,18.8270016007668,18.1061998789867
"1819",26.1,37.30683334,58.23333333,79.06666667,"22",24.6582128251585,21.6108353066038,22.0417279215695
"1820",27.8,41.81683333,61.2,78.46666667,"23",25.1723262240342,20.4053190699692,20.7843000798929
"1821",40.6,47.48133333,62.33333333,78.86666667,"0",27.4340126009865,23.8815652092581,21.8491684752008
"1822",33.4,48.408,62.96666667,79,"1",26.0919602629338,22.2858242845823,20.9149202059986
"1823",36.8,55.9315,63.7,79,"2",29.9425164230199,25.568411598071,26.9492162232831
"1824",34,56.12692529,64,78.44827586,"3",29.8768261415827,25.386573906306,27.0472396212487
"1825",40.2,66.8285,65.4,78,"4",35.7123853827768,32.6978269797326,32.9705070972078
"1826",55,79.10833334,66.23333333,77.9,"5",42.1403590566882,39.1336572792002,41.5126974155346
"1827",40.3,77.79333333,67.6,77.56666667,"6",41.0165535183213,38.824981226424,37.1409612396273
"1828",32.2,65.72516667,64.5,78.56666667,"7",34.6869744999784,32.004737155621,30.8359418905261
"1829",30.6,62.9575,57.46666667,82.16666667,"8",33.3731752760081,33.9370241992545,31.4569783543981
"1830",27,61.40866667,51.03333333,85.4,"9",35.1411071451383,33.3596340708168,33.3394259379557
"1831",30.7,58.54616667,43.2,89.96666667,"10",34.4991659149442,33.7023830134677,34.6234064694593
"1832",24.6,50.4995,35.76666667,94.6,"11",32.4471816004579,31.9280126904309,32.6018107859939
"1833",24.2,47.867,37.03333333,92.56666667,"12",31.4970619176869,28.0649731605199,28.579154068493
"1834",24.6,53.487,33.8,95.56666667,"13",34.4219720852204,34.3175387564888,34.3533690807862
"1835",19.1,36.27366667,30.2,98.73333333,"14",24.3449527047949,24.0328752835195,23.4342160944774
"1836",19.9,37.4465,33.6,95.1,"15",26.1735711435865,23.9022943589707,23.3881604142639
"1837",30.6,56.3935,37.83333333,93.23333333,"16",34.3193798946913,36.9224931045591,36.5489348790414
"1838",34.3,56.67166667,40.1,92.26666667,"17",36.4082903581439,39.4913128071891,38.3143505811964
"1839",30.7,48.43716667,47.1,87.23333333,"18",35.9121833230971,33.314844673748,32.5308877316637
"1840",28.8,54.50066667,50.33333333,84.53333333,"19",38.2569870422145,33.178808326908,34.584526965559
"1841",25.6,46.46916667,52.36666667,83.13333333,"20",32.1811570754933,29.9756670209664,30.9782621816117
"1842",29.9,51.90783334,53.93333333,82.6,"21",35.215060784337,30.8771772270676,31.0641197303209
"1843",31.5,61.09033334,56.83333333,82,"22",37.3565076423576,32.8734298919713,34.2882936799511
"1844",33.1,63.74116667,58.53333333,81.06666667,"23",37.6011301786072,32.9061536347736,34.7306654883843
"1845",33.2,61.57916667,59.06666667,81,"0",36.1271506092966,33.6097277633857,32.6149350110951
"1846",32.6,62.09116667,60.1,80.43333333,"1",34.1251219895486,31.6532982200361,31.3159620034391
"1847",28.4,60.20783334,60.46666667,80.26666667,"2",32.8880112521387,29.8512506931567,30.8017345151028
"1848",33.1,66.358,62.33333333,80,"3",36.4621609108985,34.8084664851894,32.9075053692044
"1849",39.3,67.39316667,62.86666667,79.73333333,"4",36.8290986964795,33.6177418202051,34.0502659980073
"1850",36.7,62.27833334,62.23333333,79.2,"5",34.1735129245806,30.211851514647,32.1688929152815
"1851",30.2,63.9175,62.96666667,78.03333333,"6",34.1551927438442,33.6555090974286,30.9027369884299
"1852",24,52.74683334,61.93333333,78.36666667,"7",29.3584684977428,27.9723313482545,28.2579138494857
"1853",16.9,42.8395,58.6,81.43333333,"8",22.915544576768,23.9319023406562,21.0548672159284
"1854",15,42.87266667,48.46666667,87.13333333,"9",25.6805492819872,25.1821994953998,22.6403026108683
"1855",15.3,31.19033334,39.1,93.9,"10",19.3841082340386,20.5300925553738,20.3413331804709
"1856",23.2,32.67866667,34.46666667,97.73333333,"11",21.9058027616178,22.2346536324695,21.7177266129723
"1857",8.8,38.526,45.16666667,88.56666667,"13",23.5890241104037,21.0238520420704,20.6111200821063
"1858",15.3,31.23566667,33.53333333,95.5,"14",21.2044797812807,21.2468632740176,20.7843033394969
"1859",21.9,34.387,38.8,92.26666667,"15",23.6684831453954,21.818289778004,21.5368251273487
"1860",34,59.7765,52.96666667,86.06666667,"16",32.1763687734891,35.4845753757916,33.9566919323318
"1861",25.7,48.01083334,51.3,86.56666667,"17",30.6389756489222,27.6963490048412,27.3900619737647
"1862",25.8,49.063,51.03333333,85.03333333,"18",35.4948942470471,31.169013639798,31.8107564840928
"1863",23.3,41.54966667,52.66666667,84.1,"19",31.1532439067052,27.0065217804101,27.7354643378117
"1864",23.7,38.81833334,53.1,83.66666667,"20",28.109057473882,27.5821490707241,25.0452547818422
"1865",14,26.3265,55.96666667,82.33333333,"21",20.7353588604378,18.5497883519321,18.6031553277951
"1866",15.5,28.64066667,60,81.83333333,"22",19.7385933705263,19.4113552323493,19.5727464551325
"1867",14.2,25.91166667,60.13333333,81.9,"23",17.1409837222067,16.2439211906061,17.6492650073089
"1868",20.9,33.8655,59.83333333,81.33333333,"0",21.4455427356595,18.9675302047778,19.4865496784444
"1869",17.3,28.80816667,60.23333333,80.9,"1",16.6113639276621,17.5329752516197,17.3998256389634
"1870",16.4,28.05033334,62.93333333,78.93333333,"2",16.1934758706758,16.6531733667474,17.2874732213925
"1871",16,25.58816667,63.53333333,78.1,"3",14.0722359720241,15.7671240641621,16.5594128670053
