"","BAM","PA_CF_ATM","PA_RH","PA_Temp","hour","RF"
"972",8.9,10.42916667,32.66666667,95,"15",11.1165
"973",18.5,11.8195,34.03333333,92.8,"16",16.3465
"974",18,15.86666667,37.23333333,89.8,"17",17.818
"975",20.2,18.564,41.2,86.86666667,"18",19.6945
"976",25.6,24.35483333,45.63333333,84.13333333,"19",23.445
"977",24.8,31.294,48.76666667,82.1,"20",23.6315
"978",61.3,79.255,51.03333333,80.96666667,"21",72.3645
"979",27.3,28.385,52.63333333,80.1,"22",25.8355
"980",24.4,27.70749425,57.86666667,78.8,"23",22.279
"981",21.5,29.9795,62.4137931,77.72413793,"0",16.296
"982",22.3,30.66433333,65.1,76.7,"1",16.7155
"983",17.5,25.97283334,65.96666667,76,"2",15.458
"984",15.5,21.00483334,66.73333333,75.1,"3",16.6505
"985",17.4,22.66633334,67.26666667,74.96666667,"4",15.27
"986",21.6,25.6535,67,75,"5",19.065
"987",19.6,31.2675,66.83333333,75.1,"6",19.7945
"988",25.7,34.23566667,63.56666667,77.03333333,"7",21.041
"989",25.9,31.7,58.33333333,80.16666667,"8",23.7515
"990",20.9,24.59133334,52.56666667,83.43333333,"9",19.0215
"991",19.2,19.3125,46.2,86.83333333,"10",16.955
"992",15.2,16.86116667,42.56666667,88.96666667,"11",16.405
"993",19,16.65816667,38.13333333,91.96666667,"12",17.0495
"994",16.8,17.5355,32.56666667,95.83333333,"13",15.996
"995",17.2,13.3075,29.23333333,98.2,"14",14.539
"996",16.5,16.47347701,34.20689655,93.31034483,"15",17.885
"997",24.2,19.73793679,39.75862069,89.65517241,"16",20.9595
"998",16.4,18.39033334,50.56666667,85.9,"17",17.0465
"999",28,28.22783334,58.03333333,82.33333333,"18",26.8625
"1000",21.6,22.62533334,56.4,81.13333333,"19",20.7455
"1001",14.8,17.64483334,56.3,80.9,"20",14.666
"1002",20.4,20.7815,58.13333333,80,"21",19.5395
"1003",24.7,22.16433334,59.5,79.63333333,"22",21.059
"1004",22.9,25.797,61.23333333,79,"23",21.114
"1005",18.2,24.36775287,62.26666667,78.5,"0",17.59
"1006",15.5,23.55366667,64.33333333,77.46666667,"1",15.3635
"1007",14.3,22.29864943,66.34482759,76.5862069,"2",14.7725
"1008",17.4,20.16533334,67.76666667,76,"3",16.2465
"1009",20.7,29.47483334,67.3,75.96666667,"4",18.938
"1010",18.8,26.1755,67.96666667,76,"5",17.6485
"1011",25.8,33.4095,67.23333333,76,"6",23.5785
"1012",26.7,38.38716667,64.6,77.4,"7",25.5135
"1013",24,26.3865,56.2,81.5,"8",21.148
"1014",19.2,24.07516667,51.3,84.63333333,"9",18.628
"1015",19.6,21.71071429,47.67857143,86.64285714,"10",18.11
"1016",15.4,19.801,48.86666667,85.33333333,"11",15.0495
"1017",14.8,17.59833333,40.73333333,91.03333333,"12",15.2635
"1018",16,19.6905,36.46666667,93.5,"13",16.091
"1019",15.5,19.75266667,33.96666667,94.43333333,"14",16.0195
"1020",18.4,16.18616667,31.86666667,96.4,"15",17.6265
"1021",17.8,17.96033333,31.66666667,96.86666667,"16",17.228
"1022",27.1,20.5815,37.4,92.73333333,"17",23.7295
"1023",22.3,27.20083334,47.43333333,86.26666667,"18",22.243
"1024",14.8,12.31166667,62.2,79.83333333,"19",13.1945
"1025",28.4,31.2128046,65.76666667,79.23333333,"20",23.869
"1026",24.4,31.26411828,67,79.13333333,"21",23.544
"1027",18.4,30.79646552,69.36666667,78.33333333,"22",21.2475
"1028",19.6,26.71561494,69.51724138,77.72413793,"23",20.4705
"1029",17.9,26.02566667,69.9,76.56666667,"0",18.2875
"1030",13.1,22.996,69.6,75.46666667,"1",13.727
"1031",16.9,21.0035,69.96666667,75,"2",16.507
"1032",16.1,18.92566667,70.5,74.33333333,"3",14.563
"1033",18.4,21.89283334,70.63333333,74.16666667,"4",17.549
"1034",16.6,24.13133334,70.16666667,74.66666667,"5",17.236
"1035",28.6,34.9405,69.1,75.23333333,"6",26.5205
"1036",24.9,33.48533334,67.76666667,75.93333333,"7",23.7665
"1037",17.3,24.37583334,61.53333333,79.2,"8",16.729
"1038",20.8,17.963,54.83333333,82.06666667,"9",13.8395
"1039",12.5,12.87116667,50.43333333,84.36666667,"10",11.8355
"1040",17.5,13.45183334,44.4,87.43333333,"11",15.3415
"1041",12.1,10.39366667,41.66666667,88.9,"12",10.3085
"1042",10.5,8.670833333,38.46666667,91,"13",10.672
"1043",12.2,9.550333334,35.3,92.5,"14",12.926
"1044",6.5,27.60916667,65.66666667,77.06666667,"8",11.7705
"1045",12.1,21.90133334,58.9,80.1,"9",12.916
"1046",8.8,15.90016667,55.46666667,81.6,"10",11.9625
"1047",6.7,14.8015,53,83.03333333,"11",11.8335
"1048",12.6,17.28766667,47.7,86.56666667,"12",15.0505
"1049",14.1,14.24616667,45.46666667,87.46666667,"13",14.2075
"1050",12.2,17.98566667,56.9,83.8,"14",13.4085
"1051",14.8,9.0585,57.66666667,82.63333333,"15",11.8285
"1052",5.1,11.103,65.06666667,79.36666667,"16",8.17600000000001
"1053",9.2,9.6155,61.23333333,79.56666667,"17",9.32650000000001
"1054",9.3,8.6865,60.8,78,"18",9.02149999999999
"1055",12.2,9.655166667,62.5,77.13333333,"19",10.2395
"1056",11,9.491,64.4,76.33333333,"20",9.1965
"1057",8.2,9.264310345,65.75862069,76,"21",8.81500000000001
"1058",10.9,10.7025,66.16666667,76,"22",11.1195
"1059",7.6,10.22933334,66.13333333,76.03333333,"23",8.90000000000001
"1060",10,10.2375,66.93333333,75.5,"0",9.787
"1061",6.5,8.800833333,69.13333333,75,"1",7.146
"1062",7.2,10.03633333,71.23333333,74.5,"2",7.4345
"1063",11,12.6455,70.73333333,74.2,"3",10.6315
"1064",12,16.862,71.33333333,74.03333333,"4",12.0135
"1065",11.2,18.0055,70.23333333,74.33333333,"5",11.7185
"1066",19.2,26.46483333,69.16666667,74.9,"6",17.676
"1067",21.7,38.37066667,67.56666667,75.9,"7",23.192
"1068",18.2,32.46066667,66.13333333,76.7,"8",19.204
"1069",12.6,17.53033333,59.5,79.93333333,"9",13.1445
"1070",15.2,14.39033333,55.06666667,81.93333333,"10",13.4285
"1071",14.6,15.74383334,54.23333333,82.7,"11",14.577
"1072",11.2,18.2135,50.4,85.63333333,"12",12.059
"1073",26,14.28166667,54.66666667,83.83333333,"13",19.6655
"1074",9.9,15.3175,64.2,79.56666667,"14",10.711
"1075",10.1,13.90483334,58.4,81.93333333,"15",10.775
"1076",10.5,11.541,63.53333333,79.96666667,"16",10.079
"1077",13.4,12.95133334,63.8,78.9,"17",11.1935
"1078",15.7,13.96083333,60.7,78,"18",13.782
"1079",18.7,17.69333334,61.8,77.3,"19",13.946
"1080",20.8,21.71233334,63.6,77,"20",20.327
"1081",17.4,21.20133334,64.66666667,76.5,"21",17.8995
"1082",16.1,16.48283333,66.43333333,76,"22",13.807
"1083",16.5,21.09683334,65.46666667,76,"23",16.914
"1084",14.2,16.26416667,64.66666667,75.46666667,"0",12.895
"1085",10.5,15.70017242,65.96551724,75,"1",13.343
"1086",13.9,16.64183334,67.1,74.83333333,"2",13.4505
"1087",12.1,18.8315,68.76666667,74.13333333,"3",13.1095
"1088",15,19.09766667,71,74,"4",14.4455
"1089",19.9,23.35116667,72.53333333,74,"5",17.78
"1090",16.4,30.33933334,71.83333333,74.43333333,"6",17.4035
"1091",26,36.25133333,68.86666667,76.06666667,"7",25.2115
"1092",18.8,34.1245,66,77.56666667,"8",20.348
"1093",21.6,25.78866667,63.76666667,78.4,"9",18.847
"1094",17,22.60016667,61.16666667,79.86666667,"10",14.772
"1095",21.4,23.82733334,57.36666667,83.23333333,"11",20.3085
"1096",25.8,26.0155,56.93333333,82.8,"12",23.076
"1097",16,26.32466667,62.83333333,81.4,"13",19.014
"1098",17.4,11.838,50.36666667,85.8,"14",14.4575
"1099",11.1,11.0115,56.8,81.53333333,"15",10.2495
"1100",11.3,16.48966667,66.93333333,79.26666667,"16",12.876
"1101",16.3,16.6615,64.63333333,78.43333333,"17",15.043
"1102",15.7,18.32116667,66.96666667,76.96666667,"18",14.6285
"1103",17.5,23.45683334,69.3,75.8,"19",17.839
"1104",17.4,22.921,70.46666667,75.83333333,"20",17.89
"1105",14.8,17.53866667,69.06666667,75.53333333,"21",14.925
"1106",15.9,20.13033333,69.16666667,75.16666667,"22",16.7225
"1107",12.1,19.0335,69.7,75,"23",16.183
"1108",14.1,17.38983334,70.86666667,74.46666667,"0",12.9905
"1109",10.1,16.3725,70.96666667,74.7,"1",11.5595
"1110",10.9,17.59466667,71.66666667,74.8,"2",11.4025
"1111",12.1,16.19633333,71.83333333,74,"3",11.73
"1112",13.6,15.57933334,71.73333333,74.2,"4",12.291
"1113",7.1,18.07566667,71.96666667,74.1,"5",9.62800000000001
"1114",16.9,27.989,73.63333333,74,"6",17.7195
"1115",22.5,30.80066667,72,74.93333333,"7",18.989
"1116",12.6,31.73116667,70.96666667,75.53333333,"8",16.2095
"1117",21.3,31.833,66.46666667,77.36666667,"9",20.2345
"1118",15.6,19.45483334,60.03333333,80.53333333,"10",15.007
"1119",11.5,15.29533334,54.6,83.13333333,"11",12.3845
"1120",9.7,15.34316667,49.7,85.33333333,"12",11.6885
"1121",13.8,13.2445,45.83333333,87.1,"13",12.689
"1122",16.3,12.84683334,44.06666667,88,"14",15.025
"1123",20.4,12.39633334,54.1,83.6,"15",13.96
"1124",9,17.72216667,58.33333333,81.8,"16",12.389
"1125",18.6,15.71533334,54.26666667,82.63333333,"17",16.889
"1126",15.3,16.05383334,62.23333333,78.23333333,"18",14.3555
"1127",19.9,21.90666667,64.63333333,77.66666667,"19",20.6215
"1128",25.2,27.99383333,67.7,76.86666667,"20",22.7875
"1129",15.3,20.96098276,69.33333333,76.3,"21",16.7625
"1130",19.2,20.695,68.13333333,75.8,"22",17.837
"1131",16.5,18.137,68.36666667,75,"23",15.6935
"1132",14.2,16.52833333,69.06666667,74.76666667,"0",13.5185
"1133",12.8,16.90066667,70.23333333,74,"1",12.403
"1134",11.7,14.93766667,70.86666667,74.06666667,"2",11.4075
"1135",11.1,14.64633334,71.36666667,74.03333333,"3",10.914
"1136",11,17.407,72.06666667,73.96666667,"4",11.615
"1137",10.9,20.45716667,71.76666667,74.36666667,"5",12.401
"1138",18.5,27.73016667,71.46666667,74.5,"6",17.946
"1139",22.9,34.466,68.76666667,75.73333333,"7",24.8995
"1140",20.4,22.36966667,62.9,78.4,"8",17.5405
"1141",17.3,18.69066667,59.3,80.33333333,"9",15.333
"1142",17.5,17.18816667,55.1,82.56666667,"10",15.58
"1143",16.4,14.6665,53.23333333,83.46666667,"11",15.075
"1144",16.1,17.10983334,50.3,85.23333333,"12",14.2
"1145",11.6,13.7945,47.06666667,86.96666667,"13",13.2625
"1146",12.3,10.236,44.43333333,88.43333333,"14",11.605
"1147",15.5,13.53883333,46.86666667,87.03333333,"15",14.6115
"1148",3,13.75033333,65.56666667,80.46666667,"16",7.2255
"1149",14,18.53483334,67.43333333,79.16666667,"17",13.025
"1150",16.3,22.303,67.06666667,78,"18",16.8045
"1151",27.9,27.41416667,64.23333333,78.03333333,"19",22.0125
"1152",24.6,29.39916667,65.03333333,77.9,"20",23.1625
"1153",21.1,24.05916667,65.83333333,77,"21",19.821
"1154",19.9,20.847,67.26666667,76.33333333,"22",18.3045
"1155",17.8,20.80326437,68.46666667,75.8,"23",17.611
"1156",12.9,14.37083334,70.66666667,75,"0",12.069
"1157",5.9,16.03766667,71.36666667,74.46666667,"1",11.8085
"1158",7.7,13.75,72.93333333,74,"2",8.4325
"1159",11.8,15.8775,72.53333333,74,"3",11.2745
"1160",11.4,17.00583334,72.06666667,74,"4",11.726
"1161",14.7,18.81016667,72.43333333,74,"5",12.9715
"1162",16,25.95233334,73.13333333,73.73333333,"6",17.6225
"1163",16.1,32.41016667,70.7,74.83333333,"7",18.018
"1164",19.2,25.6305,65.93333333,77.03333333,"8",15.14
"1165",12.6,17.62933333,59.6,79.53333333,"9",12.933
"1166",15.3,17.7905,55.13333333,82,"10",13.4255
"1167",15.6,17.17916667,50.43333333,85.1,"11",14.3545
"1168",14.4,14.30433334,43.93333333,88.56666667,"12",14.429
"1169",12.8,14.52616667,42.43333333,89,"13",14.3745
"1170",15.9,11.33016667,41.5,88.96666667,"14",15.342
"1171",11.7,11.45566667,43.6,87.96666667,"15",14.4015
"1172",16.2,13.41433333,46.3,85.9,"16",15.111
"1173",20.1,16.48066667,50.36666667,83.6,"17",19.3325
"1174",16.3,19.42383334,56,80.83333333,"18",15.743
"1175",19.2,20.46016667,58.16666667,79.36666667,"19",18.465
"1176",16,18.8895,60.6,78.13333333,"20",15.4735
"1177",15.5,15.511,62.3,77.8,"21",13.7335
"1178",12.7,15.986,63.9,77,"22",13.827
"1179",11.5,14.88433333,64.33333333,76.8,"23",11.329
"1180",11.8,12.12433334,64.93333333,76,"0",11.076
"1181",11.7,10.56633333,65.6,76,"1",11.091
"1182",8.6,12.69483333,67.93333333,75.96666667,"2",9.8085
"1183",15.1,15.43816667,69.43333333,75.33333333,"3",14.3425
"1184",7.5,12.551,68.9,75,"4",10.725
"1185",10.2,10.27266667,68.63333333,74.96666667,"5",9.44250000000001
"1186",11.5,12.3365,67.56666667,74.96666667,"6",11.646
"1187",16.9,17.4595,65.43333333,76.13333333,"7",10.7075
"1188",16.8,20.25566667,63.03333333,77.36666667,"8",14.9945
"1189",12.3,17.48583334,59.13333333,79.86666667,"9",14.013
"1190",16,20.132,55.66666667,82,"10",15.9685
"1191",15.8,15.02416667,50.76666667,84.7,"11",14.515
"1192",11.8,13.58866667,51.1,84.63333333,"12",12.3345
"1193",16.3,13.88666667,49,86.13333333,"13",14.4435
"1194",10,12.01683334,46.73333333,87.96666667,"14",11.3665
"1195",13.6,12.9305,44.33333333,89.3,"15",15.361
"1196",14.7,12.58533334,44.73333333,87.93333333,"16",14.681
"1197",14.5,11.739,47.56666667,85.56666667,"17",14.7185
"1198",15.5,17.15766667,56.76666667,82.03333333,"18",15.107
"1199",15.8,20.57783334,59.53333333,80.1,"19",16.368
"1200",17.1,18.92116667,60.83333333,79.76666667,"20",16.2265
"1201",12.7,18.875,63.93333333,78.1,"21",13.945
"1202",15.4,26.20083334,64.73333333,77.23333333,"22",18.566
"1203",10.2,16.1385,65.86666667,76.63333333,"23",13.434
"1204",14.4,19.23466667,48,86.23333333,"11",12.8925
"1205",16.7,14.79783334,43.33333333,88.76666667,"13",15.3575
"1206",13.3,13.45783334,42.2,90.13333333,"14",14.3295
"1207",12.4,9.108833334,39.03333333,91.76666667,"15",12.5565
"1208",17.7,13.4815,42,89.33333333,"16",15.9335
"1209",18.9,17.587,45.2,87.06666667,"17",18.5535
"1210",24.8,28.01316667,47.33333333,86.06666667,"18",23.6475
"1211",23.4,30.2865,49.8,84.13333333,"19",25.667
"1212",25.1,27.651,53.6,82.4,"20",22.921
"1213",21.8,27.88966667,56.46666667,81.6,"21",23.7255
"1214",25.4,30.233,59.33333333,80.36666667,"22",25.2865
"1215",18.1,24.71533334,61.76666667,79.06666667,"23",18.3845
"1216",17.5,20.62916667,63.86666667,77.93333333,"0",15.902
"1217",17.9,19.5885,64.96666667,77.06666667,"1",15.623
"1218",22.3,21.35266667,66.76666667,76,"2",18.4345
"1219",16,20.08716667,67.2,75.76666667,"3",16.2065
"1220",19,20.113,69,75.23333333,"4",16.751
"1221",17,23.33232143,70.03571429,74.96428571,"5",16.497
"1222",21.6,30.72133333,69.06666667,75,"6",20.645
"1223",19.2,35.56666667,66.43333333,76.53333333,"7",20.765
"1224",24,32.98166667,60.06666667,79.76666667,"8",20.1925
"1225",20,28.9705,52.3,84.16666667,"9",18.668
"1226",20,21.36416667,46.9,87.06666667,"10",16.8625
"1227",17.2,16.25716667,45.9,87.13333333,"11",16.3485
"1228",19.8,19.38733333,43.06666667,89.26666667,"12",18.075
"1229",23.8,26.94966667,43.16666667,89.36666667,"13",20.4495
"1230",21.2,23.48733333,42.06666667,90.63333333,"14",19.106
"1231",21.3,21.348,41.83333333,90.8,"15",19.7425
"1232",19.4,19.51066667,43.83333333,88.76666667,"16",19.4835
"1233",15.1,17.90083334,45,88.36666667,"17",17.4775
"1234",20.4,21.07083334,47.5,86.43333333,"18",19.705
"1235",32.9,31.37033333,51.1,84.16666667,"19",25.183
"1236",11.6,13.7105,53.63333333,82.73333333,"20",11.97
"1237",15.5,16.27483334,56.56666667,81.7,"21",15.327
"1238",21.2,21.6145,58.33333333,80.93333333,"22",20.684
"1239",21.4,22.08883334,60.23333333,79.8,"23",18.299
"1240",14.3,21.04716667,62.36666667,78.9,"0",17.083
"1241",17.2,19.84816667,64.1,77.96666667,"1",16.296
"1242",17,17.05333334,65.73333333,77.06666667,"2",14.072
"1243",15.1,15.95283334,66.76666667,77,"3",13.6535
"1244",18,20.1255,67.96666667,76.96666667,"4",16.4005
"1245",17.3,23.477,68.63333333,76.5,"5",15.3805
"1246",19.9,30.195,67.8,76.9,"6",19.8845
"1247",59,59.70866667,66,77.46666667,"7",52.604
"1248",23.4,37.429,61.9,79.43333333,"8",22.3815
"1249",17.6,22.816,56.03333333,82.3,"9",16.1665
"1250",16.6,22.5785,49.46666667,85.56666667,"10",17.51
"1251",25,20.3085,44.7,87.86666667,"11",21.2605
"1252",25.6,22.54983333,44.66666667,88.26666667,"12",21.4075
"1253",22.6,20.1825,38.26666667,92.03333333,"13",18.5065
"1254",19.9,18.005,40.53333333,90.03333333,"14",17.008
"1255",16.5,16.96033333,42.36666667,89.16666667,"15",18.0435
"1256",20,16.3765,40.76666667,90.26666667,"16",18.2085
"1257",24.8,21.697,42.7,88.43333333,"17",22.684
"1258",29.5,28.8085,48.86666667,85.5,"18",23.2035
"1259",30.2,31.03183333,51.46666667,83.8,"19",25.88
"1260",21.1,23.23383334,54.06666667,82.13333333,"20",21.3035
"1261",19.6,19.69266667,57.83333333,80.43333333,"21",18.6165
"1262",10.4,16.75866667,65.8,78.1,"22",11.2405
"1263",17.8,22.06316667,68.1,77.93333333,"23",19.266
"1264",16.8,23.01466667,68.96666667,77.63333333,"0",13.2745
"1265",16.2,29.194,69.23333333,77.26666667,"1",19.86
"1266",16.1,25.65216667,68.06666667,77.06666667,"2",16.2145
"1267",11.4,25.331,67.96666667,76.96666667,"3",16.4145
"1268",15.9,25.52383334,68,76.36666667,"4",16.523
"1269",22.3,28.0235,67.96666667,76.1,"5",20.56
"1270",28.4,42.49933333,69.03333333,75.5,"6",27.189
"1271",30.5,39.769,66.7,76.46666667,"7",26.024
"1272",29.3,36.17533334,62.36666667,78.5,"8",25.6055
"1273",18,24.2555,55.03333333,82.33333333,"9",18.029
"1274",17.4,21.06233334,47.66666667,86.23333333,"10",17.4135
"1275",14.9,18.5385,39.2,91.93333333,"11",14.088
"1276",16.7,19.84883334,34.86666667,94.56666667,"12",15.4595
"1277",9.3,12.27216667,33.33333333,96.13333333,"13",11.4135
"1278",10.2,9.5945,32.66666667,96.3,"14",10.9615
"1279",13,10.916,32.36666667,96,"15",12.701
"1280",16.1,18.08366667,45.23333333,87.8,"16",18.884
"1281",21.6,14.88183334,47.5,86.9,"17",14.32
"1282",12.7,17.6785,58.33333333,79.8,"18",13.829
"1283",16.1,24.19733334,58.13333333,79.63333333,"19",18.649
"1284",31.9,31.577,57.96666667,80,"20",26.788
"1285",25.9,27.86266667,59.73333333,79.73333333,"21",24.4445
"1286",19,27.459,64,78.23333333,"22",22.059
"1287",23.9,24.958,63.4,78,"23",17.314
"1288",19.3,22.04466667,64.3,77.53333333,"0",17.6475
"1289",17.6,21.48216667,65.5,76.96666667,"1",16.7735
"1290",15.5,18.148,66.7,76.4,"2",12.6755
"1291",16.5,20.59566667,67.86666667,76.03333333,"3",15.9975
"1292",12.8,19.5875,68.6,75.83333333,"4",13.296
"1293",15.4,23.91133333,68.63333333,76,"5",15.08
"1294",19.7,32.01533334,68.43333333,76.2,"6",19.4545
"1295",20.8,34.4755,65.13333333,77.73333333,"7",20.794
"1296",12.8,27.5315,59.66666667,80.5,"8",16.739
"1297",12.9,22.75466667,53.53333333,83.6,"9",13.9405
"1298",14.1,17.96883334,46.46666667,87.4,"10",13.9785
"1299",12.6,12.99183333,41.46666667,90.13333333,"11",13.2325
"1300",9,14.09733333,35.2,95.06666667,"12",13.9765
"1301",14.7,13.3495,30.43333333,98.63333333,"13",12.4155
"1302",10.3,13.66766667,32.06666667,96.8,"14",12.864
"1303",14.4,14.152,30.5,97.8,"15",15.121
"1304",22.1,17.73166667,33.83333333,96.1,"16",18.7015
"1305",12.8,18.8365,39.3,90.63333333,"17",16.4525
"1306",29.2,32.215,45.4,87.56666667,"18",26.985
"1307",26.3,33.89366667,47.9,86.13333333,"19",26.442
"1308",30.7,32.66516667,50,84.76666667,"20",29.195
"1309",24.3,27.335,54.33333333,82.93333333,"21",22.8925
"1310",19.8,24.94283334,55.1,82.1,"22",19.6615
"1311",24.5,27.8455,56.66666667,81.4,"23",23.93
"1312",20.7,23.51333333,60.56666667,80,"0",18.933
"1313",16.8,18.74916667,62.16666667,78.93333333,"1",16.17
"1314",8.5,15.55516667,64.83333333,78.06666667,"2",11.986
"1315",11.4,18.1035,65.3,78,"3",12.5695
"1316",14.9,16.27316667,66.43333333,77.23333333,"4",12.244
"1317",15.2,21.49766667,67.6,76.83333333,"5",15.6855
"1318",18.8,31.315,66.33333333,77.13333333,"6",19.5795
"1319",25.2,37.54483334,62.66666667,78.6,"7",23.949
"1320",28.5,34.0045,55.4,81.7,"8",23.3705
"1321",20.7,32.242,52,83.8,"9",19.7695
"1322",21.6,28.04016667,45.7,87.53333333,"10",17.55
"1323",15.5,20.27619541,41.34482759,90,"11",16.958
"1324",12,18.66666667,34.66666667,94.53333333,"12",13.019
"1325",17.2,19.66066667,30.4,97.43333333,"13",15.954
"1326",18,18.44733334,27.93333333,99.83333333,"14",16.176
"1327",15.5,18.93183334,26.8,100.2333333,"15",15.976
"1328",16.7,17.918,27.16666667,99.23333333,"16",17.1125
"1329",20,23.81933333,34.33333333,93.1,"17",21.5765
"1330",21.4,28.91266667,46.33333333,86.66666667,"18",22.6965
"1331",12.2,19.40966667,53.03333333,82.63333333,"19",15.3725
"1332",21.6,22.4945,52.33333333,82.83333333,"20",22.403
"1333",21.3,23.44316667,55.93333333,81.5,"21",19.668
"1334",25.8,28.67166667,59.5,80.4,"22",25.2695
"1335",21.5,27.45316667,62.13333333,79.36666667,"23",21.3825
"1336",22.2,24.88116667,62.76666667,78.7,"0",18.5655
"1337",18.4,22.225,61.96666667,78.93333333,"1",17.5175
"1338",14.8,20.5715,63.6,77.63333333,"2",14.7035
"1339",12.6,19.567,64.2,77.56666667,"3",14.7875
"1340",16.2,19.00716667,63,78.03333333,"4",15.4255
"1341",13.3,20.65733334,64.6,77.26666667,"5",14.5075
"1342",15.8,24.33433334,64.13333333,77.8,"6",16.193
"1343",15.2,25.69283334,62.13333333,78.7,"7",15.939
"1344",15.8,22.50133333,57.7,80.9,"8",15.2735
"1345",13.4,21.891,53.03333333,82.83333333,"9",14.8185
"1346",16.7,23.44816667,45.33333333,86.76666667,"10",16.119
"1347",15.8,21.63216667,40.5,89.66666667,"11",15.372
"1348",18.9,21.192,39.06666667,90.8,"12",17.534
"1349",14,19.4675,35.3,93.1,"13",14.791
"1350",29.8,42.824,39,89,"18",34.115
"1351",43.6,43.02483334,40.5,88.56666667,"19",37.2635
"1352",43.7,39.315,43.76666667,86.66666667,"20",35.8075
"1353",23,24.90483333,54.1,82.6,"21",21.758
"1354",21.5,22.367,59.7,80.43333333,"22",18.5695
"1355",24.7,27.0445,61.26666667,79.36666667,"23",21.7015
"1356",9.9,15.282,61.83333333,78.83333333,"0",11.028
"1357",10.4,14.09483334,63.46666667,77.73333333,"1",10.7985
"1358",12.2,14.06233334,65.5,77,"2",12.7685
"1359",11.7,12.883,64.8,76.9,"3",11.509
"1360",10.8,13.37116667,64.76666667,77,"4",10.738
"1361",12.2,17.4975,66.66666667,76.86666667,"5",12.342
"1362",18.9,29.07366667,69.16666667,76.03333333,"6",23.235
"1363",23.6,35.07966667,68.36666667,76.9,"7",22.6645
"1364",17.3,29.32783333,66.46666667,77.26666667,"8",19.53
"1365",10.8,18.7505,62.23333333,78.93333333,"9",12.091
"1366",10.8,18.08066667,56,82.4,"10",12.2565
"1367",9.1,15.83616667,51,84.36666667,"11",11.0555
"1368",10,16.96233333,48.53333333,85.76666667,"12",12.408
"1369",12,13.77583334,41.96666667,89.56666667,"13",15.43
"1370",10.2,13.30283334,36.4,93.73333333,"14",11.7115
"1371",11.2,13.00433334,34.26666667,95.63333333,"15",13.945
"1372",13.6,15.82816667,35.8,93.6,"16",18.853
"1373",12.2,16.76883333,42,88.8,"17",18.762
"1374",14.5,20.93383334,45.66666667,86.46666667,"18",18.231
"1375",25.1,25.09783334,53.36666667,83.5,"19",23.9305
"1376",18,26.359,63.8,79.7,"20",19.962
"1377",26.8,27.30716667,67.13333333,78.5,"21",23.5475
"1378",19.9,26.39866667,68.9,76.96666667,"22",19.42
"1379",17.5,25.42866667,70.13333333,76.93333333,"23",17.8905
"1380",19.5,23.663,69.43333333,76.96666667,"0",15.3785
"1381",14,21.90266667,70.6,76.23333333,"1",16.454
"1382",22.8,24.63083334,71.16666667,76,"2",17.6535
"1383",15.4,22.34066667,73.1,75.53333333,"3",15.581
"1384",18.2,24.25733333,72.7,74.73333333,"4",17.865
"1385",22,25.58916667,72.6,74.93333333,"5",18.4685
"1386",24.1,33.507,72.76666667,74.83333333,"6",22.6575
"1387",30.4,39.36316667,69,76.5,"7",28.734
"1388",20.6,31.1725,64.03333333,78.63333333,"8",19.699
"1389",18.1,27.1335,65.13333333,79.16666667,"9",16.1665
"1390",8.1,15.15266667,63.33333333,80.9,"10",9.20450000000001
"1391",7.9,10.912,55.8,83.93333333,"11",8.80249999999999
"1392",5.6,9.318166667,54.66666667,83.93333333,"12",6.584
"1393",5.7,9.152666667,52.8,84.6,"13",8.0955
"1394",9.6,8.3115,46.3,88.26666667,"14",8.147
"1395",6.1,8.086666667,44.3,89.5,"15",6.89400000000001
"1396",6.3,8.880333334,44.03333333,89.36666667,"16",8.846
"1397",11.3,11.433,46.46666667,87.4,"17",13.7795
"1398",20.5,23.1745,52.06666667,84.26666667,"18",21.484
"1399",26.4,33.36566667,54.43333333,83.43333333,"19",27.035
"1400",21.9,30.55816667,55.16666667,82.9,"20",22.991
"1401",39.6,38.2205,59.83333333,81.63333333,"21",31.8855
"1402",19.6,22.97333334,62.36666667,80.3,"22",19.1645
"1403",25.7,27.98783334,65.4,79.43333333,"23",23.988
"1404",16,21.50216667,67.03333333,78.3,"0",16.6205
"1405",13.3,18.57883333,67.63333333,77.96666667,"1",13.5485
"1406",12,19.33616667,68.13333333,77.2,"2",13.2235
"1407",14.2,22.62116667,68.86666667,77.06666667,"3",12.5145
"1408",13,18.32516667,67.6,77.16666667,"4",12.8515
"1409",9.2,16.71483334,66.06666667,77.16666667,"5",11.0835
"1410",13.2,22.83216667,65.4,76.96666667,"6",13.7375
"1411",16.6,28.54533334,63.33333333,77.83333333,"7",16.5985
"1412",21.5,28.5365,59.86666667,79.5,"8",20.6625
"1413",15.2,26.18633334,58.03333333,81.53333333,"9",15.785
"1414",17,18.93516667,52.3,84.8,"10",14.0535
"1415",11.4,17.64733333,51.53333333,85.06666667,"11",12.5055
"1416",13,20.40333334,51.76666667,85.63333333,"12",15.0325
"1417",16.5,29.14366667,50.33333333,86.1,"13",18.681
"1418",14.8,23.0185,41.96666667,91.46666667,"14",16.989
"1419",15.9,19.17966667,36.1,95.03333333,"15",17.8135
"1420",21.7,18.90816667,36.76666667,93.66666667,"16",19.8925
