"","BAM","PA_CF_ATM","PA_RH","PA_Temp","hour","h2o_nn"
"989",25.9,31.7,58.33333333,80.16666667,"8",17.4640241326105
"990",20.9,24.59133334,52.56666667,83.43333333,"9",16.8663203813546
"991",19.2,19.3125,46.2,86.83333333,"10",15.4621645528888
"992",15.2,16.86116667,42.56666667,88.96666667,"11",15.6926997802155
"993",19,16.65816667,38.13333333,91.96666667,"12",16.5470980349774
"994",16.8,17.5355,32.56666667,95.83333333,"13",17.9951413535447
"995",17.2,13.3075,29.23333333,98.2,"14",15.6636080399807
"996",16.5,16.47347701,34.20689655,93.31034483,"15",18.7750268875857
"997",24.2,19.73793679,39.75862069,89.65517241,"16",20.4745430332311
"998",16.4,18.39033334,50.56666667,85.9,"17",19.8444815642579
"999",28,28.22783334,58.03333333,82.33333333,"18",23.91201728131
"1000",21.6,22.62533334,56.4,81.13333333,"19",21.2594309208981
"1001",14.8,17.64483334,56.3,80.9,"20",17.8593212002709
"1002",20.4,20.7815,58.13333333,80,"21",18.3682036797078
"1003",24.7,22.16433334,59.5,79.63333333,"22",19.5865250177056
"1004",22.9,25.797,61.23333333,79,"23",19.5546796286816
"1005",18.2,24.36775287,62.26666667,78.5,"0",18.5904007765965
"1006",15.5,23.55366667,64.33333333,77.46666667,"1",16.6338417219546
"1007",14.3,22.29864943,66.34482759,76.5862069,"2",15.2965779207982
"1008",17.4,20.16533334,67.76666667,76,"3",14.3006086005277
"1009",20.7,29.47483334,67.3,75.96666667,"4",17.963604059971
"1010",18.8,26.1755,67.96666667,76,"5",18.2053820612575
"1011",25.8,33.4095,67.23333333,76,"6",21.2025031207049
"1012",26.7,38.38716667,64.6,77.4,"7",25.4045863442857
"1013",24,26.3865,56.2,81.5,"8",16.1411777348883
"1014",19.2,24.07516667,51.3,84.63333333,"9",16.8913467998425
"1015",19.6,21.71071429,47.67857143,86.64285714,"10",16.4375148771237
"1016",15.4,19.801,48.86666667,85.33333333,"11",16.9746029770412
"1017",14.8,17.59833333,40.73333333,91.03333333,"12",16.900603303878
"1018",16,19.6905,36.46666667,93.5,"13",18.4065572444601
"1019",15.5,19.75266667,33.96666667,94.43333333,"14",18.3992404021044
"1020",18.4,16.18616667,31.86666667,96.4,"15",18.5549908023986
"1021",17.8,17.96033333,31.66666667,96.86666667,"16",20.4335274640204
"1022",27.1,20.5815,37.4,92.73333333,"17",22.2593458441786
"1023",22.3,27.20083334,47.43333333,86.26666667,"18",24.9493498116367
"1024",14.8,12.31166667,62.2,79.83333333,"19",15.2865734974495
"1025",28.4,31.2128046,65.76666667,79.23333333,"20",22.5028719385291
"1026",24.4,31.26411828,67,79.13333333,"21",20.3359885029167
"1027",18.4,30.79646552,69.36666667,78.33333333,"22",21.0128474264292
"1028",19.6,26.71561494,69.51724138,77.72413793,"23",18.7549690483826
"1029",17.9,26.02566667,69.9,76.56666667,"0",18.2118507571112
"1030",13.1,22.996,69.6,75.46666667,"1",15.7053961437371
"1031",16.9,21.0035,69.96666667,75,"2",14.4210613069763
"1032",16.1,18.92566667,70.5,74.33333333,"3",13.3767087809174
"1033",18.4,21.89283334,70.63333333,74.16666667,"4",14.9687858345267
"1034",16.6,24.13133334,70.16666667,74.66666667,"5",16.9363362469064
"1035",28.6,34.9405,69.1,75.23333333,"6",21.6835133734899
"1036",24.9,33.48533334,67.76666667,75.93333333,"7",22.1266848134844
"1037",17.3,24.37583334,61.53333333,79.2,"8",14.7534889390096
"1038",20.8,17.963,54.83333333,82.06666667,"9",13.1453934704581
"1039",12.5,12.87116667,50.43333333,84.36666667,"10",11.3976771859531
"1040",17.5,13.45183334,44.4,87.43333333,"11",13.7192622272889
"1041",12.1,10.39366667,41.66666667,88.9,"12",12.7486617008615
"1042",10.5,8.670833333,38.46666667,91,"13",13.0191406594314
"1043",12.2,9.550333334,35.3,92.5,"14",13.2248279537042
"1044",6.5,27.60916667,65.66666667,77.06666667,"8",14.9514736870466
"1045",12.1,21.90133334,58.9,80.1,"9",14.6818709393752
"1046",8.8,15.90016667,55.46666667,81.6,"10",12.6349373528018
"1047",6.7,14.8015,53,83.03333333,"11",13.8449294016417
"1048",12.6,17.28766667,47.7,86.56666667,"12",16.0536472620032
"1049",14.1,14.24616667,45.46666667,87.46666667,"13",14.8955465915625
"1050",12.2,17.98566667,56.9,83.8,"14",15.8496471773259
"1051",14.8,9.0585,57.66666667,82.63333333,"15",13.3614934960133
"1052",5.1,11.103,65.06666667,79.36666667,"16",12.6943633544909
"1053",9.2,9.6155,61.23333333,79.56666667,"17",14.011998957116
"1054",9.3,8.6865,60.8,78,"18",12.826885958685
"1055",12.2,9.655166667,62.5,77.13333333,"19",13.7538192432381
"1056",11,9.491,64.4,76.33333333,"20",11.9446384899774
"1057",8.2,9.264310345,65.75862069,76,"21",11.4585998962589
"1058",10.9,10.7025,66.16666667,76,"22",13.1268253060271
"1059",7.6,10.22933334,66.13333333,76.03333333,"23",10.8663937155435
"1060",10,10.2375,66.93333333,75.5,"0",10.6478234674091
"1061",6.5,8.800833333,69.13333333,75,"1",8.42562264395253
"1062",7.2,10.03633333,71.23333333,74.5,"2",9.09526357102835
"1063",11,12.6455,70.73333333,74.2,"3",10.3076186219119
"1064",12,16.862,71.33333333,74.03333333,"4",12.7590492396831
"1065",11.2,18.0055,70.23333333,74.33333333,"5",13.9209843721332
"1066",19.2,26.46483333,69.16666667,74.9,"6",17.2771510694441
"1067",21.7,38.37066667,67.56666667,75.9,"7",23.9918392534889
"1068",18.2,32.46066667,66.13333333,76.7,"8",15.8100468217322
"1069",12.6,17.53033333,59.5,79.93333333,"9",12.2857237635362
"1070",15.2,14.39033333,55.06666667,81.93333333,"10",11.8539913190286
"1071",14.6,15.74383334,54.23333333,82.7,"11",14.1693129100821
"1072",11.2,18.2135,50.4,85.63333333,"12",16.2528325870378
"1073",26,14.28166667,54.66666667,83.83333333,"13",14.1404064030948
"1074",9.9,15.3175,64.2,79.56666667,"14",13.8030590125471
"1075",10.1,13.90483334,58.4,81.93333333,"15",15.4968837771723
"1076",10.5,11.541,63.53333333,79.96666667,"16",13.0588590253492
"1077",13.4,12.95133334,63.8,78.9,"17",15.740845427215
"1078",15.7,13.96083333,60.7,78,"18",15.6010536935924
"1079",18.7,17.69333334,61.8,77.3,"19",17.9134327600415
"1080",20.8,21.71233334,63.6,77,"20",19.1201155692927
"1081",17.4,21.20133334,64.66666667,76.5,"21",17.7901786230132
"1082",16.1,16.48283333,66.43333333,76,"22",15.7930816917392
"1083",16.5,21.09683334,65.46666667,76,"23",16.5641669269283
"1084",14.2,16.26416667,64.66666667,75.46666667,"0",13.8700297384515
"1085",10.5,15.70017242,65.96551724,75,"1",12.0903511861599
"1086",13.9,16.64183334,67.1,74.83333333,"2",12.5288216807455
"1087",12.1,18.8315,68.76666667,74.13333333,"3",13.3481176413318
"1088",15,19.09766667,71,74,"4",13.8837964288915
"1089",19.9,23.35116667,72.53333333,74,"5",16.2898831268072
"1090",16.4,30.33933334,71.83333333,74.43333333,"6",18.0583918677466
"1091",26,36.25133333,68.86666667,76.06666667,"7",23.7686076456445
"1092",18.8,34.1245,66,77.56666667,"8",16.077773517022
"1093",21.6,25.78866667,63.76666667,78.4,"9",16.0838182470581
"1094",17,22.60016667,61.16666667,79.86666667,"10",15.9289689613672
"1095",21.4,23.82733334,57.36666667,83.23333333,"11",18.0658860640004
"1096",25.8,26.0155,56.93333333,82.8,"12",19.3618543448503
"1097",16,26.32466667,62.83333333,81.4,"13",18.4831096974853
"1098",17.4,11.838,50.36666667,85.8,"14",13.1130780500356
"1099",11.1,11.0115,56.8,81.53333333,"15",14.3497655243196
"1100",11.3,16.48966667,66.93333333,79.26666667,"16",14.9306682474292
"1101",16.3,16.6615,64.63333333,78.43333333,"17",17.6938816523596
"1102",15.7,18.32116667,66.96666667,76.96666667,"18",17.0259099328707
"1103",17.5,23.45683334,69.3,75.8,"19",19.0082237568556
"1104",17.4,22.921,70.46666667,75.83333333,"20",18.0605090137714
"1105",14.8,17.53866667,69.06666667,75.53333333,"21",15.5243481356011
"1106",15.9,20.13033333,69.16666667,75.16666667,"22",17.4836089521541
"1107",12.1,19.0335,69.7,75,"23",15.1020656211584
"1108",14.1,17.38983334,70.86666667,74.46666667,"0",13.9392182511585
"1109",10.1,16.3725,70.96666667,74.7,"1",11.9897949427085
"1110",10.9,17.59466667,71.66666667,74.8,"2",12.69725148675
"1111",12.1,16.19633333,71.83333333,74,"3",11.9334439114282
"1112",13.6,15.57933334,71.73333333,74.2,"4",12.173905887256
"1113",7.1,18.07566667,71.96666667,74.1,"5",13.8361973867676
"1114",16.9,27.989,73.63333333,74,"6",17.0429695964564
"1115",22.5,30.80066667,72,74.93333333,"7",18.0496655130476
"1116",12.6,31.73116667,70.96666667,75.53333333,"8",14.5619718913026
"1117",21.3,31.833,66.46666667,77.36666667,"9",17.2023409635983
"1118",15.6,19.45483334,60.03333333,80.53333333,"10",14.3066711849416
"1119",11.5,15.29533334,54.6,83.13333333,"11",13.9626806424374
"1120",9.7,15.34316667,49.7,85.33333333,"12",14.7381027572076
"1121",13.8,13.2445,45.83333333,87.1,"13",14.3326478628726
"1122",16.3,12.84683334,44.06666667,88,"14",14.2417696783012
"1123",20.4,12.39633334,54.1,83.6,"15",15.310017164205
"1124",9,17.72216667,58.33333333,81.8,"16",16.7150151277311
"1125",18.6,15.71533334,54.26666667,82.63333333,"17",18.0176184058822
"1126",15.3,16.05383334,62.23333333,78.23333333,"18",16.629900270211
"1127",19.9,21.90666667,64.63333333,77.66666667,"19",19.5983672937292
"1128",25.2,27.99383333,67.7,76.86666667,"20",20.7097737421021
"1129",15.3,20.96098276,69.33333333,76.3,"21",17.0066618928832
"1130",19.2,20.695,68.13333333,75.8,"22",17.8385612032231
"1131",16.5,18.137,68.36666667,75,"23",14.6664453041379
"1132",14.2,16.52833333,69.06666667,74.76666667,"0",13.6233641138244
"1133",12.8,16.90066667,70.23333333,74,"1",12.2611841119483
"1134",11.7,14.93766667,70.86666667,74.06666667,"2",11.3608514082704
"1135",11.1,14.64633334,71.36666667,74.03333333,"3",11.1918325188955
"1136",11,17.407,72.06666667,73.96666667,"4",12.9970427801139
"1137",10.9,20.45716667,71.76666667,74.36666667,"5",15.0342807462168
"1138",18.5,27.73016667,71.46666667,74.5,"6",17.3340198602748
"1139",22.9,34.466,68.76666667,75.73333333,"7",22.746944915634
"1140",20.4,22.36966667,62.9,78.4,"8",13.591471549006
"1141",17.3,18.69066667,59.3,80.33333333,"9",12.9904175831351
"1142",17.5,17.18816667,55.1,82.56666667,"10",13.3873547689637
"1143",16.4,14.6665,53.23333333,83.46666667,"11",13.7921986904282
"1144",16.1,17.10983334,50.3,85.23333333,"12",15.6607369243583
"1145",11.6,13.7945,47.06666667,86.96666667,"13",14.5204541542828
"1146",12.3,10.236,44.43333333,88.43333333,"14",12.7509596271708
"1147",15.5,13.53883333,46.86666667,87.03333333,"15",16.6133901214599
"1148",3,13.75033333,65.56666667,80.46666667,"16",13.9066311298328
"1149",14,18.53483334,67.43333333,79.16666667,"17",18.0721822030255
"1150",16.3,22.303,67.06666667,78,"18",18.9013879454223
"1151",27.9,27.41416667,64.23333333,78.03333333,"19",21.600417302086
"1152",24.6,29.39916667,65.03333333,77.9,"20",21.9397151595914
"1153",21.1,24.05916667,65.83333333,77,"21",18.666136821558
"1154",19.9,20.847,67.26666667,76.33333333,"22",17.9921817989252
"1155",17.8,20.80326437,68.46666667,75.8,"23",16.235534013061
"1156",12.9,14.37083334,70.66666667,75,"0",12.3459930315999
"1157",5.9,16.03766667,71.36666667,74.46666667,"1",11.7771913665707
"1158",7.7,13.75,72.93333333,74,"2",10.6342737339515
"1159",11.8,15.8775,72.53333333,74,"3",11.7557428640096
"1160",11.4,17.00583334,72.06666667,74,"4",12.8080235380896
"1161",14.7,18.81016667,72.43333333,74,"5",14.1559079390058
"1162",16,25.95233334,73.13333333,73.73333333,"6",16.3984370539336
"1163",16.1,32.41016667,70.7,74.83333333,"7",19.6814959801348
"1164",19.2,25.6305,65.93333333,77.03333333,"8",14.5647941878324
"1165",12.6,17.62933333,59.6,79.53333333,"9",12.2690197154257
"1166",15.3,17.7905,55.13333333,82,"10",13.6958950073784
"1167",15.6,17.17916667,50.43333333,85.1,"11",15.4871661473996
"1168",14.4,14.30433334,43.93333333,88.56666667,"12",14.7175445488589
"1169",12.8,14.52616667,42.43333333,89,"13",15.3763092864799
"1170",15.9,11.33016667,41.5,88.96666667,"14",13.6150030577867
"1171",11.7,11.45566667,43.6,87.96666667,"15",15.7461704797254
"1172",16.2,13.41433333,46.3,85.9,"16",16.1850382926368
"1173",20.1,16.48066667,50.36666667,83.6,"17",18.7318821549197
"1174",16.3,19.42383334,56,80.83333333,"18",19.4112500701064
"1175",19.2,20.46016667,58.16666667,79.36666667,"19",19.7623898739476
"1176",16,18.8895,60.6,78.13333333,"20",17.8367118000925
"1177",15.5,15.511,62.3,77.8,"21",14.9711435680932
"1178",12.7,15.986,63.9,77,"22",15.7534984658097
"1179",11.5,14.88433333,64.33333333,76.8,"23",13.3405246420189
"1180",11.8,12.12433334,64.93333333,76,"0",11.6979357306952
"1181",11.7,10.56633333,65.6,76,"1",9.533928888996
"1182",8.6,12.69483333,67.93333333,75.96666667,"2",10.5533257856607
"1183",15.1,15.43816667,69.43333333,75.33333333,"3",11.81047025555
"1184",7.5,12.551,68.9,75,"4",11.0286260140154
"1185",10.2,10.27266667,68.63333333,74.96666667,"5",9.95008778258824
"1186",11.5,12.3365,67.56666667,74.96666667,"6",10.9019663257883
"1187",16.9,17.4595,65.43333333,76.13333333,"7",13.644503472826
"1188",16.8,20.25566667,63.03333333,77.36666667,"8",12.2925335377464
"1189",12.3,17.48583334,59.13333333,79.86666667,"9",12.2731286437911
"1190",16,20.132,55.66666667,82,"10",15.0006723054607
"1191",15.8,15.02416667,50.76666667,84.7,"11",14.2162623190968
"1192",11.8,13.58866667,51.1,84.63333333,"12",13.6164064212088
"1193",16.3,13.88666667,49,86.13333333,"13",14.3919296908684
"1194",10,12.01683334,46.73333333,87.96666667,"14",13.5629083785985
"1195",13.6,12.9305,44.33333333,89.3,"15",16.4274978300131
"1196",14.7,12.58533334,44.73333333,87.93333333,"16",16.0096577365152
"1197",14.5,11.739,47.56666667,85.56666667,"17",16.3007916144537
"1198",15.5,17.15766667,56.76666667,82.03333333,"18",18.0725490219531
"1199",15.8,20.57783334,59.53333333,80.1,"19",19.8366152731097
"1200",17.1,18.92116667,60.83333333,79.76666667,"20",18.0666554650824
"1201",12.7,18.875,63.93333333,78.1,"21",16.8225370503756
"1202",15.4,26.20083334,64.73333333,77.23333333,"22",20.8682689429236
"1203",10.2,16.1385,65.86666667,76.63333333,"23",13.8900496577037
"1204",14.4,19.23466667,48,86.23333333,"11",16.8277420173237
"1205",16.7,14.79783334,43.33333333,88.76666667,"13",15.4315097440867
"1206",13.3,13.45783334,42.2,90.13333333,"14",14.7589555926482
"1207",12.4,9.108833334,39.03333333,91.76666667,"15",14.4180275429048
"1208",17.7,13.4815,42,89.33333333,"16",16.8436582617899
"1209",18.9,17.587,45.2,87.06666667,"17",19.7616425422629
"1210",24.8,28.01316667,47.33333333,86.06666667,"18",25.4884234381148
"1211",23.4,30.2865,49.8,84.13333333,"19",26.5184063303166
"1212",25.1,27.651,53.6,82.4,"20",23.5074355207901
"1213",21.8,27.88966667,56.46666667,81.6,"21",21.9706405166844
"1214",25.4,30.233,59.33333333,80.36666667,"22",22.8343946194247
"1215",18.1,24.71533334,61.76666667,79.06666667,"23",18.9887069245158
"1216",17.5,20.62916667,63.86666667,77.93333333,"0",16.6232394096025
"1217",17.9,19.5885,64.96666667,77.06666667,"1",14.5209129441569
"1218",22.3,21.35266667,66.76666667,76,"2",14.8239156832418
"1219",16,20.08716667,67.2,75.76666667,"3",14.2461431146265
"1220",19,20.113,69,75.23333333,"4",14.6104796451324
"1221",17,23.33232143,70.03571429,74.96428571,"5",16.5920037768102
"1222",21.6,30.72133333,69.06666667,75,"6",18.6457972843369
"1223",19.2,35.56666667,66.43333333,76.53333333,"7",24.7742246473605
"1224",24,32.98166667,60.06666667,79.76666667,"8",17.4316849432286
"1225",20,28.9705,52.3,84.16666667,"9",18.6179673444076
"1226",20,21.36416667,46.9,87.06666667,"10",16.346419199585
"1227",17.2,16.25716667,45.9,87.13333333,"11",15.1774266566967
"1228",19.8,19.38733333,43.06666667,89.26666667,"12",17.7096761390917
"1229",23.8,26.94966667,43.16666667,89.36666667,"13",20.3643600916527
"1230",21.2,23.48733333,42.06666667,90.63333333,"14",19.7532453957967
"1231",21.3,21.348,41.83333333,90.8,"15",21.1066568341769
"1232",19.4,19.51066667,43.83333333,88.76666667,"16",19.9672748699231
"1233",15.1,17.90083334,45,88.36666667,"17",19.9730439967847
"1234",20.4,21.07083334,47.5,86.43333333,"18",21.2704897947163
"1235",32.9,31.37033333,51.1,84.16666667,"19",27.9341322070374
"1236",11.6,13.7105,53.63333333,82.73333333,"20",16.0710707713905
"1237",15.5,16.27483334,56.56666667,81.7,"21",16.1976447186765
"1238",21.2,21.6145,58.33333333,80.93333333,"22",19.5987860738127
"1239",21.4,22.08883334,60.23333333,79.8,"23",17.8980767620866
"1240",14.3,21.04716667,62.36666667,78.9,"0",17.0620844902892
"1241",17.2,19.84816667,64.1,77.96666667,"1",14.8677477007682
"1242",17,17.05333334,65.73333333,77.06666667,"2",12.9678156174023
"1243",15.1,15.95283334,66.76666667,77,"3",12.3781168471756
"1244",18,20.1255,67.96666667,76.96666667,"4",14.8377443260704
"1245",17.3,23.477,68.63333333,76.5,"5",16.9229524236787
"1246",19.9,30.195,67.8,76.9,"6",19.0000065792319
"1247",59,59.70866667,66,77.46666667,"7",40.814291420609
"1248",23.4,37.429,61.9,79.43333333,"8",20.064396604284
"1249",17.6,22.816,56.03333333,82.3,"9",15.6373106910593
"1250",16.6,22.5785,49.46666667,85.56666667,"10",16.6721116548564
"1251",25,20.3085,44.7,87.86666667,"11",17.6131704190348
"1252",25.6,22.54983333,44.66666667,88.26666667,"12",19.2082290245206
"1253",22.6,20.1825,38.26666667,92.03333333,"13",18.361070394751
"1254",19.9,18.005,40.53333333,90.03333333,"14",17.4019582539948
"1255",16.5,16.96033333,42.36666667,89.16666667,"15",18.8503067398408
"1256",20,16.3765,40.76666667,90.26666667,"16",18.6042024765286
"1257",24.8,21.697,42.7,88.43333333,"17",22.3557184901143
"1258",29.5,28.8085,48.86666667,85.5,"18",25.8515868291951
"1259",30.2,31.03183333,51.46666667,83.8,"19",27.3358505265702
"1260",21.1,23.23383334,54.06666667,82.13333333,"20",21.3925302322289
"1261",19.6,19.69266667,57.83333333,80.43333333,"21",17.9165425669575
"1262",10.4,16.75866667,65.8,78.1,"22",16.215766023029
"1263",17.8,22.06316667,68.1,77.93333333,"23",17.1374341857709
"1264",16.8,23.01466667,68.96666667,77.63333333,"0",17.3399805707329
"1265",16.2,29.194,69.23333333,77.26666667,"1",16.9437511189849
"1266",16.1,25.65216667,68.06666667,77.06666667,"2",16.4864666746749
"1267",11.4,25.331,67.96666667,76.96666667,"3",16.6262152087866
"1268",15.9,25.52383334,68,76.36666667,"4",16.7486017072544
"1269",22.3,28.0235,67.96666667,76.1,"5",18.884784621351
"1270",28.4,42.49933333,69.03333333,75.5,"6",24.2914147872312
"1271",30.5,39.769,66.7,76.46666667,"7",23.8098469418709
"1272",29.3,36.17533334,62.36666667,78.5,"8",19.223552319343
"1273",18,24.2555,55.03333333,82.33333333,"9",16.3904678844109
"1274",17.4,21.06233334,47.66666667,86.23333333,"10",16.1726149092569
"1275",14.9,18.5385,39.2,91.93333333,"11",16.7844053298132
"1276",16.7,19.84883334,34.86666667,94.56666667,"12",18.202713743228
"1277",9.3,12.27216667,33.33333333,96.13333333,"13",15.6036296531106
"1278",10.2,9.5945,32.66666667,96.3,"14",13.5131503677077
"1279",13,10.916,32.36666667,96,"15",15.4039714410614
"1280",16.1,18.08366667,45.23333333,87.8,"16",18.9484501099211
"1281",21.6,14.88183334,47.5,86.9,"17",18.0550241369537
"1282",12.7,17.6785,58.33333333,79.8,"18",18.1019248117498
"1283",16.1,24.19733334,58.13333333,79.63333333,"19",21.6707196526591
"1284",31.9,31.577,57.96666667,80,"20",24.407161963887
"1285",25.9,27.86266667,59.73333333,79.73333333,"21",21.179350912526
"1286",19,27.459,64,78.23333333,"22",21.5562023776386
"1287",23.9,24.958,63.4,78,"23",18.8393419673842
"1288",19.3,22.04466667,64.3,77.53333333,"0",17.2136419944599
"1289",17.6,21.48216667,65.5,76.96666667,"1",15.4443514634134
"1290",15.5,18.148,66.7,76.4,"2",13.4103912090281
"1291",16.5,20.59566667,67.86666667,76.03333333,"3",14.4954784746114
"1292",12.8,19.5875,68.6,75.83333333,"4",14.4118974431618
"1293",15.4,23.91133333,68.63333333,76,"5",17.0724930810539
"1294",19.7,32.01533334,68.43333333,76.2,"6",19.1694588674847
"1295",20.8,34.4755,65.13333333,77.73333333,"7",24.5980489803436
"1296",12.8,27.5315,59.66666667,80.5,"8",16.2446719552186
"1297",12.9,22.75466667,53.53333333,83.6,"9",15.9575755831473
"1298",14.1,17.96883334,46.46666667,87.4,"10",14.7330832542599
"1299",12.6,12.99183333,41.46666667,90.13333333,"11",13.5749818547706
"1300",9,14.09733333,35.2,95.06666667,"12",15.4043720277687
"1301",14.7,13.3495,30.43333333,98.63333333,"13",16.1959850074694
"1302",10.3,13.66766667,32.06666667,96.8,"14",15.6941579966666
"1303",14.4,14.152,30.5,97.8,"15",17.3513160530862
"1304",22.1,17.73166667,33.83333333,96.1,"16",20.1441213765586
"1305",12.8,18.8365,39.3,90.63333333,"17",21.0236823929086
"1306",29.2,32.215,45.4,87.56666667,"18",27.2801972421586
"1307",26.3,33.89366667,47.9,86.13333333,"19",32.6367923118197
"1308",30.7,32.66516667,50,84.76666667,"20",28.1613626883106
"1309",24.3,27.335,54.33333333,82.93333333,"21",22.1556980932968
"1310",19.8,24.94283334,55.1,82.1,"22",21.4792151734801
"1311",24.5,27.8455,56.66666667,81.4,"23",21.2543073628544
"1312",20.7,23.51333333,60.56666667,80,"0",18.5050583057746
"1313",16.8,18.74916667,62.16666667,78.93333333,"1",14.522574019143
"1314",8.5,15.55516667,64.83333333,78.06666667,"2",12.3378522858838
"1315",11.4,18.1035,65.3,78,"3",13.6607901720149
"1316",14.9,16.27316667,66.43333333,77.23333333,"4",12.9803295490888
"1317",15.2,21.49766667,67.6,76.83333333,"5",16.0575186638489
"1318",18.8,31.315,66.33333333,77.13333333,"6",19.5828210280335
"1319",25.2,37.54483334,62.66666667,78.6,"7",26.9002665390003
"1320",28.5,34.0045,55.4,81.7,"8",20.2919765820166
"1321",20.7,32.242,52,83.8,"9",18.8481617425296
"1322",21.6,28.04016667,45.7,87.53333333,"10",18.0622492370381
"1323",15.5,20.27619541,41.34482759,90,"11",17.6988367888706
"1324",12,18.66666667,34.66666667,94.53333333,"12",17.7311666653739
"1325",17.2,19.66066667,30.4,97.43333333,"13",18.9628818196337
"1326",18,18.44733334,27.93333333,99.83333333,"14",17.9453800054507
"1327",15.5,18.93183334,26.8,100.2333333,"15",20.0725744271183
"1328",16.7,17.918,27.16666667,99.23333333,"16",20.5107435368907
"1329",20,23.81933333,34.33333333,93.1,"17",23.9859284301688
"1330",21.4,28.91266667,46.33333333,86.66666667,"18",26.0981393777526
"1331",12.2,19.40966667,53.03333333,82.63333333,"19",20.1417867480376
"1332",21.6,22.4945,52.33333333,82.83333333,"20",21.1806887552265
"1333",21.3,23.44316667,55.93333333,81.5,"21",20.0081790245547
"1334",25.8,28.67166667,59.5,80.4,"22",22.5280431660693
"1335",21.5,27.45316667,62.13333333,79.36666667,"23",20.378987304434
"1336",22.2,24.88116667,62.76666667,78.7,"0",18.8441521387903
"1337",18.4,22.225,61.96666667,78.93333333,"1",16.3628053035665
"1338",14.8,20.5715,63.6,77.63333333,"2",14.8059585975879
"1339",12.6,19.567,64.2,77.56666667,"3",14.3853633103731
"1340",16.2,19.00716667,63,78.03333333,"4",14.5370619056848
"1341",13.3,20.65733334,64.6,77.26666667,"5",15.8591954233708
"1342",15.8,24.33433334,64.13333333,77.8,"6",17.5765136082302
"1343",15.2,25.69283334,62.13333333,78.7,"7",18.1169105504586
"1344",15.8,22.50133333,57.7,80.9,"8",14.1684575257663
"1345",13.4,21.891,53.03333333,82.83333333,"9",15.417401198226
"1346",16.7,23.44816667,45.33333333,86.76666667,"10",17.2222427106492
"1347",15.8,21.63216667,40.5,89.66666667,"11",18.4659079335449
"1348",18.9,21.192,39.06666667,90.8,"12",18.7734904624244
"1349",14,19.4675,35.3,93.1,"13",18.3359065905588
"1350",29.8,42.824,39,89,"18",38.3491234759593
"1351",43.6,43.02483334,40.5,88.56666667,"19",36.9682810119472
"1352",43.7,39.315,43.76666667,86.66666667,"20",32.8403665425104
"1353",23,24.90483333,54.1,82.6,"21",20.9474102514465
"1354",21.5,22.367,59.7,80.43333333,"22",19.7930983358323
"1355",24.7,27.0445,61.26666667,79.36666667,"23",20.2321961509785
"1356",9.9,15.282,61.83333333,78.83333333,"0",13.9533204957029
"1357",10.4,14.09483334,63.46666667,77.73333333,"1",11.7468659500396
"1358",12.2,14.06233334,65.5,77,"2",11.4748433636131
"1359",11.7,12.883,64.8,76.9,"3",11.1016441345157
"1360",10.8,13.37116667,64.76666667,77,"4",11.6476476706388
"1361",12.2,17.4975,66.66666667,76.86666667,"5",14.1489649789282
"1362",18.9,29.07366667,69.16666667,76.03333333,"6",18.3001004995657
"1363",23.6,35.07966667,68.36666667,76.9,"7",23.3079326634212
"1364",17.3,29.32783333,66.46666667,77.26666667,"8",15.0772235158061
"1365",10.8,18.7505,62.23333333,78.93333333,"9",12.6433839821468
"1366",10.8,18.08066667,56,82.4,"10",13.8332789759484
"1367",9.1,15.83616667,51,84.36666667,"11",14.6849554087509
"1368",10,16.96233333,48.53333333,85.76666667,"12",15.7572967526028
"1369",12,13.77583334,41.96666667,89.56666667,"13",15.0414752404853
"1370",10.2,13.30283334,36.4,93.73333333,"14",15.0853016081371
"1371",11.2,13.00433334,34.26666667,95.63333333,"15",16.5897059834406
"1372",13.6,15.82816667,35.8,93.6,"16",18.9082643929474
"1373",12.2,16.76883333,42,88.8,"17",19.547686991499
"1374",14.5,20.93383334,45.66666667,86.46666667,"18",21.2961089578905
"1375",25.1,25.09783334,53.36666667,83.5,"19",23.1994060503757
"1376",18,26.359,63.8,79.7,"20",21.4191201527105
"1377",26.8,27.30716667,67.13333333,78.5,"21",19.548369281359
"1378",19.9,26.39866667,68.9,76.96666667,"22",20.2433113274198
"1379",17.5,25.42866667,70.13333333,76.93333333,"23",18.1367590189172
"1380",19.5,23.663,69.43333333,76.96666667,"0",17.5131400884139
"1381",14,21.90266667,70.6,76.23333333,"1",15.2230168309675
"1382",22.8,24.63083334,71.16666667,76,"2",15.5120829844424
"1383",15.4,22.34066667,73.1,75.53333333,"3",14.863072468209
"1384",18.2,24.25733333,72.7,74.73333333,"4",15.4457865358276
"1385",22,25.58916667,72.6,74.93333333,"5",17.1251782117192
"1386",24.1,33.507,72.76666667,74.83333333,"6",19.1672708818223
"1387",30.4,39.36316667,69,76.5,"7",22.9934938282438
"1388",20.6,31.1725,64.03333333,78.63333333,"8",16.0211898507132
"1389",18.1,27.1335,65.13333333,79.16666667,"9",16.7989058775833
"1390",8.1,15.15266667,63.33333333,80.9,"10",11.6759666106303
"1391",7.9,10.912,55.8,83.93333333,"11",11.4248263370347
"1392",5.6,9.318166667,54.66666667,83.93333333,"12",10.9380733925996
"1393",5.7,9.152666667,52.8,84.6,"13",11.9407058285058
"1394",9.6,8.3115,46.3,88.26666667,"14",11.5736910640048
